nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
291,Eugster,Daniel,,FDP,"Motion von Reto Ammann, Stephan Tobler, Daniel Eugster, Alexander Sigg vom 5. Juni 2024 ""Warme Progression analog der kalten Progression gesetzlich regeln. Anpassung der Steuertabellen an den Nominallohnindex, entlastet die Wirtschaft und die Haushalte""",24/MO 1/27,nein
400,Sigg,Alexander,,GLP,"Motion von Reto Ammann, Stephan Tobler, Daniel Eugster, Alexander Sigg vom 5. Juni 2024 ""Warme Progression analog der kalten Progression gesetzlich regeln. Anpassung der Steuertabellen an den Nominallohnindex, entlastet die Wirtschaft und die Haushalte""",24/MO 1/27,nein
290,Rickenbach,Elisabeth,,EVP,"Motion von Oliver Martin, Franz Eugster, Elisabeth Rickenbach, Brigitta Engeli vom 5. Juni 2024 ""Zum Schutz und Verständlichkeit der deutschen Sprache""",24/MO 2/28,nein
360,Keller,Heinz,,SVP,"Einfache Anfrage von Heinz Keller, Martina Pfiffner Müller, Ciril Schmidiger, Raffaella Strähl-D'Ambrosio vom 19. Juni 2024 ""Private Spitex-Anbieter erwirtschaften Dividenden auf Kosten von Kanton und Gemeinden""",24/EA 4/31,ja
404,Schmidiger,Ciril,,SVP,"Einfache Anfrage von Heinz Keller, Martina Pfiffner Müller, Ciril Schmidiger, Raffaella Strähl-D'Ambrosio vom 19. Juni 2024 ""Private Spitex-Anbieter erwirtschaften Dividenden auf Kosten von Kanton und Gemeinden""",24/EA 4/31,nein
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Marcel Wittwer, Beat Stump vom 19. Juni 2024 ""Überprüfung der ausserordentlichen Regelung des Ruhegehalts für den Regierungsrat""",24/EA 5/32,ja
391,Wittwer,Marcel,,EDU,"Einfache Anfrage von Oliver Martin, Marcel Wittwer, Beat Stump vom 19. Juni 2024 ""Überprüfung der ausserordentlichen Regelung des Ruhegehalts für den Regierungsrat""",24/EA 5/32,nein
407,Stump,Beat,,SVP,"Einfache Anfrage von Oliver Martin, Marcel Wittwer, Beat Stump vom 19. Juni 2024 ""Überprüfung der ausserordentlichen Regelung des Ruhegehalts für den Regierungsrat""",24/EA 5/32,nein
199,Lei,Hermann,,SVP,"Motion von Hermann Lei, Franz Eugster, Marcel Wittwer, Aline Indergand, Oliver Martin vom 19. Juni 2024 ""Islamschulen an der Volksschule?""",24/MO 4/33,ja
337,Eugster,Franz,,Die Mitte,"Motion von Hermann Lei, Franz Eugster, Marcel Wittwer, Aline Indergand, Oliver Martin vom 19. Juni 2024 ""Islamschulen an der Volksschule?""",24/MO 4/33,nein
391,Wittwer,Marcel,,EDU,"Motion von Hermann Lei, Franz Eugster, Marcel Wittwer, Aline Indergand, Oliver Martin vom 19. Juni 2024 ""Islamschulen an der Volksschule?""",24/MO 4/33,nein
312,Butscher-Indergand,Aline,,SVP,"Motion von Hermann Lei, Franz Eugster, Marcel Wittwer, Aline Indergand, Oliver Martin vom 19. Juni 2024 ""Islamschulen an der Volksschule?""",24/MO 4/33,nein
337,Eugster,Franz,,Die Mitte,"Interpellation von Aline Indergand, Hermann Lei, Franz Eugster, Andreas Opprecht vom 19. Juni 2024 ""kriminelle Clan-Strukturen im Kanton Thurgau""",24/IN 2/34,nein
316,Peter Köstli,Sabina,,Die Mitte,"Einfache Anfrage von Sabina Peter Köstli, Barbara Dätwyler Weber vom 3. Juli 2024 ""Schutz und Prävention für Sexarbeitende im Thurgau""",24/EA 8/38,ja
392,Siegenthaler,Patrick,,Die Mitte,"Motion von Stefan Leuthold, Patrick Siegenthaler, Marina Bruggmann, Sandra Reinhart, Christian Mader, Robin Spiri vom 3. Juli 2024 ""Wahlen und Abstimmungen im öffentlichen Raum sichtbar machen""",24/MO 6/40,nein
369,Reinhart,Sandra,,GRÜNE,"Motion von Stefan Leuthold, Patrick Siegenthaler, Marina Bruggmann, Sandra Reinhart, Christian Mader, Robin Spiri vom 3. Juli 2024 ""Wahlen und Abstimmungen im öffentlichen Raum sichtbar machen""",24/MO 6/40,nein
361,Macedo,Gabriel,,FDP,"Interpellation von Gabriel Macedo, Simon Wolfer, Thomas Niederberger, Roger Martin, René Walther, Anders Stokholm, Markus Birk vom 14. August 2024 ""Wirkung des kantonalen Finanzausgleichs""",24/IN 3/42,ja
424,Martin,Roger,,Die Mitte,"Interpellation von Gabriel Macedo, Simon Wolfer, Thomas Niederberger, Roger Martin, René Walther, Anders Stokholm, Markus Birk vom 14. August 2024 ""Wirkung des kantonalen Finanzausgleichs""",24/IN 3/42,nein
325,Walther,René,,FDP,"Interpellation von Gabriel Macedo, Simon Wolfer, Thomas Niederberger, Roger Martin, René Walther, Anders Stokholm, Markus Birk vom 14. August 2024 ""Wirkung des kantonalen Finanzausgleichs""",24/IN 3/42,nein
303,Ammann,Reto,,GLP,"Interpellation von Reto Ammann, Marcel Preiss, Daniel Eugster, Nicole Zeitner, Attila Wohlrab, Felix Meier, Gabriel Walzthöny, Marcel Wittwer, Aline Indergand vom 14. August 2024 ""Handlungsalternativen im Investitionsbereich prüfen""",24/IN 4/45,ja
377,Zeitner,Nicole,,GLP,"Interpellation von Reto Ammann, Marcel Preiss, Daniel Eugster, Nicole Zeitner, Attila Wohlrab, Felix Meier, Gabriel Walzthöny, Marcel Wittwer, Aline Indergand vom 14. August 2024 ""Handlungsalternativen im Investitionsbereich prüfen""",24/IN 4/45,nein
436,Wohlrab,Attila,,FDP,"Interpellation von Reto Ammann, Marcel Preiss, Daniel Eugster, Nicole Zeitner, Attila Wohlrab, Felix Meier, Gabriel Walzthöny, Marcel Wittwer, Aline Indergand vom 14. August 2024 ""Handlungsalternativen im Investitionsbereich prüfen""",24/IN 4/45,nein
