startzeit,endzeit,messstelle,messwert,messstationid,indikator
2025-12-11T04:00:00+00:00,2025-12-11T05:00:00+00:00,"Konstanz, Wallgutstrasse",7.69,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-11T06:00:00+00:00,2025-12-11T07:00:00+00:00,"Konstanz, Wallgutstrasse",7.6,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-11T08:00:00+00:00,2025-12-11T09:00:00+00:00,"Konstanz, Wallgutstrasse",11.43,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-11T09:00:00+00:00,2025-12-11T10:00:00+00:00,"Konstanz, Wallgutstrasse",10.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-11T15:00:00+00:00,2025-12-11T16:00:00+00:00,"Konstanz, Wallgutstrasse",9.06,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-11T22:00:00+00:00,2025-12-11T23:00:00+00:00,"Konstanz, Wallgutstrasse",10.67,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T03:00:00+00:00,2025-12-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",15.19,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T06:00:00+00:00,2025-12-12T07:00:00+00:00,"Konstanz, Wallgutstrasse",17.11,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T09:00:00+00:00,2025-12-12T10:00:00+00:00,"Konstanz, Wallgutstrasse",21.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T13:00:00+00:00,2025-12-12T14:00:00+00:00,"Konstanz, Wallgutstrasse",18.89,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T14:00:00+00:00,2025-12-12T15:00:00+00:00,"Konstanz, Wallgutstrasse",18.94,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T16:00:00+00:00,2025-12-12T17:00:00+00:00,"Konstanz, Wallgutstrasse",20.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T17:00:00+00:00,2025-12-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",21.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T20:00:00+00:00,2025-12-12T21:00:00+00:00,"Konstanz, Wallgutstrasse",22.72,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T22:00:00+00:00,2025-12-12T23:00:00+00:00,"Konstanz, Wallgutstrasse",20.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",21.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T04:00:00+00:00,2025-12-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",15.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T05:00:00+00:00,2025-12-13T06:00:00+00:00,"Konstanz, Wallgutstrasse",16.77,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T08:00:00+00:00,2025-12-13T09:00:00+00:00,"Konstanz, Wallgutstrasse",14.01,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T10:00:00+00:00,2025-12-13T11:00:00+00:00,"Konstanz, Wallgutstrasse",12.61,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T12:00:00+00:00,2025-12-13T13:00:00+00:00,"Konstanz, Wallgutstrasse",14.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T15:00:00+00:00,2025-12-13T16:00:00+00:00,"Konstanz, Wallgutstrasse",16.8,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-13T22:00:00+00:00,2025-12-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",20.11,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-12T03:00:00+00:00,2025-12-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",30.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-12T05:00:00+00:00,2025-12-12T06:00:00+00:00,"Konstanz, Wallgutstrasse",24.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-12T07:00:00+00:00,2025-12-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",20.6,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-12T11:00:00+00:00,2025-12-12T12:00:00+00:00,"Konstanz, Wallgutstrasse",14.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T03:00:00+00:00,2025-12-13T04:00:00+00:00,"Konstanz, Wallgutstrasse",11.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T12:00:00+00:00,2025-12-13T13:00:00+00:00,"Konstanz, Wallgutstrasse",13.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T13:00:00+00:00,2025-12-13T14:00:00+00:00,"Konstanz, Wallgutstrasse",13.1,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T17:00:00+00:00,2025-12-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",15.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T20:00:00+00:00,2025-12-13T21:00:00+00:00,"Konstanz, Wallgutstrasse",13.85,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-13T21:00:00+00:00,2025-12-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",15.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-12T12:00:00+00:00,2025-12-12T13:00:00+00:00,"Konstanz, Wallgutstrasse",13.8,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-12T17:00:00+00:00,2025-12-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",16.4,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-12T21:00:00+00:00,2025-12-12T22:00:00+00:00,"Konstanz, Wallgutstrasse",12.47,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",8.36,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T02:00:00+00:00,2025-12-13T03:00:00+00:00,"Konstanz, Wallgutstrasse",6.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T07:00:00+00:00,2025-12-13T08:00:00+00:00,"Konstanz, Wallgutstrasse",9.9,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T17:00:00+00:00,2025-12-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",9.9,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T20:00:00+00:00,2025-12-13T21:00:00+00:00,"Konstanz, Wallgutstrasse",8.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T22:00:00+00:00,2025-12-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",10.23,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-13T23:00:00+00:00,2025-12-14T00:00:00+00:00,"Konstanz, Wallgutstrasse",6.87,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-12T00:00:00+00:00,2025-12-12T01:00:00+00:00,"Konstanz, Wallgutstrasse",14.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T02:00:00+00:00,2025-12-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",17.89,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T05:00:00+00:00,2025-12-12T06:00:00+00:00,"Konstanz, Wallgutstrasse",11.44,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T07:00:00+00:00,2025-12-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",4.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T08:00:00+00:00,2025-12-12T09:00:00+00:00,"Konstanz, Wallgutstrasse",4.12,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T09:00:00+00:00,2025-12-12T10:00:00+00:00,"Konstanz, Wallgutstrasse",4.76,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T17:00:00+00:00,2025-12-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",4.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T19:00:00+00:00,2025-12-12T20:00:00+00:00,"Konstanz, Wallgutstrasse",3.05,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T20:00:00+00:00,2025-12-12T21:00:00+00:00,"Konstanz, Wallgutstrasse",1.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T01:00:00+00:00,2025-12-13T02:00:00+00:00,"Konstanz, Wallgutstrasse",0.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T02:00:00+00:00,2025-12-13T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.78,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T08:00:00+00:00,2025-12-13T09:00:00+00:00,"Konstanz, Wallgutstrasse",1.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T13:00:00+00:00,2025-12-13T14:00:00+00:00,"Konstanz, Wallgutstrasse",3.82,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T14:00:00+00:00,2025-12-13T15:00:00+00:00,"Konstanz, Wallgutstrasse",2.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T15:00:00+00:00,2025-12-13T16:00:00+00:00,"Konstanz, Wallgutstrasse",3.54,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-13T22:00:00+00:00,2025-12-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",0.97,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-12-12T00:00:00+00:00,2025-12-12T01:00:00+00:00,"Konstanz, Wallgutstrasse",16.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T02:00:00+00:00,2025-12-12T03:00:00+00:00,"Konstanz, Wallgutstrasse",15.34,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T03:00:00+00:00,2025-12-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",16.02,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T04:00:00+00:00,2025-12-12T05:00:00+00:00,"Konstanz, Wallgutstrasse",13.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T09:00:00+00:00,2025-12-12T10:00:00+00:00,"Konstanz, Wallgutstrasse",17.89,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T12:00:00+00:00,2025-12-12T13:00:00+00:00,"Konstanz, Wallgutstrasse",19.38,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T14:00:00+00:00,2025-12-12T15:00:00+00:00,"Konstanz, Wallgutstrasse",20.48,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T17:00:00+00:00,2025-12-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",20.8,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T19:00:00+00:00,2025-12-12T20:00:00+00:00,"Konstanz, Wallgutstrasse",19.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",17.72,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T04:00:00+00:00,2025-12-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",15.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T07:00:00+00:00,2025-12-13T08:00:00+00:00,"Konstanz, Wallgutstrasse",16.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T09:00:00+00:00,2025-12-13T10:00:00+00:00,"Konstanz, Wallgutstrasse",17.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T10:00:00+00:00,2025-12-13T11:00:00+00:00,"Konstanz, Wallgutstrasse",17.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T11:00:00+00:00,2025-12-13T12:00:00+00:00,"Konstanz, Wallgutstrasse",17.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T16:00:00+00:00,2025-12-13T17:00:00+00:00,"Konstanz, Wallgutstrasse",20.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T19:00:00+00:00,2025-12-13T20:00:00+00:00,"Konstanz, Wallgutstrasse",19.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T21:00:00+00:00,2025-12-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",20.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-13T22:00:00+00:00,2025-12-13T23:00:00+00:00,"Konstanz, Wallgutstrasse",19.04,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-12-12T03:00:00+00:00,2025-12-12T04:00:00+00:00,"Konstanz, Wallgutstrasse",0.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T05:00:00+00:00,2025-12-12T06:00:00+00:00,"Konstanz, Wallgutstrasse",0.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T06:00:00+00:00,2025-12-12T07:00:00+00:00,"Konstanz, Wallgutstrasse",4.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T09:00:00+00:00,2025-12-12T10:00:00+00:00,"Konstanz, Wallgutstrasse",17.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T12:00:00+00:00,2025-12-12T13:00:00+00:00,"Konstanz, Wallgutstrasse",21.5,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T15:00:00+00:00,2025-12-12T16:00:00+00:00,"Konstanz, Wallgutstrasse",20.47,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T21:00:00+00:00,2025-12-12T22:00:00+00:00,"Konstanz, Wallgutstrasse",13.99,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T22:00:00+00:00,2025-12-12T23:00:00+00:00,"Konstanz, Wallgutstrasse",16.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",19.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-13T07:00:00+00:00,2025-12-13T08:00:00+00:00,"Konstanz, Wallgutstrasse",16.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-13T11:00:00+00:00,2025-12-13T12:00:00+00:00,"Konstanz, Wallgutstrasse",23.56,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-13T16:00:00+00:00,2025-12-13T17:00:00+00:00,"Konstanz, Wallgutstrasse",24.75,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-13T20:00:00+00:00,2025-12-13T21:00:00+00:00,"Konstanz, Wallgutstrasse",25.15,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-12-12T00:00:00+00:00,2025-12-12T01:00:00+00:00,"Konstanz, Wallgutstrasse",11.85,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T07:00:00+00:00,2025-12-12T08:00:00+00:00,"Konstanz, Wallgutstrasse",16.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T13:00:00+00:00,2025-12-12T14:00:00+00:00,"Konstanz, Wallgutstrasse",14.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T16:00:00+00:00,2025-12-12T17:00:00+00:00,"Konstanz, Wallgutstrasse",16.11,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T17:00:00+00:00,2025-12-12T18:00:00+00:00,"Konstanz, Wallgutstrasse",17.07,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T22:00:00+00:00,2025-12-12T23:00:00+00:00,"Konstanz, Wallgutstrasse",17.22,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-12T23:00:00+00:00,2025-12-13T00:00:00+00:00,"Konstanz, Wallgutstrasse",18.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T02:00:00+00:00,2025-12-13T03:00:00+00:00,"Konstanz, Wallgutstrasse",18.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T04:00:00+00:00,2025-12-13T05:00:00+00:00,"Konstanz, Wallgutstrasse",14.38,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T10:00:00+00:00,2025-12-13T11:00:00+00:00,"Konstanz, Wallgutstrasse",10.7,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T13:00:00+00:00,2025-12-13T14:00:00+00:00,"Konstanz, Wallgutstrasse",11.78,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T15:00:00+00:00,2025-12-13T16:00:00+00:00,"Konstanz, Wallgutstrasse",12.91,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T17:00:00+00:00,2025-12-13T18:00:00+00:00,"Konstanz, Wallgutstrasse",12.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-13T21:00:00+00:00,2025-12-13T22:00:00+00:00,"Konstanz, Wallgutstrasse",14.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-12-14T10:00:00+00:00,2025-12-14T11:00:00+00:00,"Konstanz, Wallgutstrasse",9.75,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T12:00:00+00:00,2025-12-14T13:00:00+00:00,"Konstanz, Wallgutstrasse",10.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T15:00:00+00:00,2025-12-14T16:00:00+00:00,"Konstanz, Wallgutstrasse",10.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T16:00:00+00:00,2025-12-14T17:00:00+00:00,"Konstanz, Wallgutstrasse",10.54,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T19:00:00+00:00,2025-12-14T20:00:00+00:00,"Konstanz, Wallgutstrasse",8.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T21:00:00+00:00,2025-12-14T22:00:00+00:00,"Konstanz, Wallgutstrasse",7.11,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-15T03:00:00+00:00,2025-12-15T04:00:00+00:00,"Konstanz, Wallgutstrasse",8.97,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-15T09:00:00+00:00,2025-12-15T10:00:00+00:00,"Konstanz, Wallgutstrasse",9.78,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-15T11:00:00+00:00,2025-12-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",10.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-15T12:00:00+00:00,2025-12-15T13:00:00+00:00,"Konstanz, Wallgutstrasse",11.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-15T20:00:00+00:00,2025-12-15T21:00:00+00:00,"Konstanz, Wallgutstrasse",12.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-12-14T01:00:00+00:00,2025-12-14T02:00:00+00:00,"Konstanz, Wallgutstrasse",8.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T03:00:00+00:00,2025-12-14T04:00:00+00:00,"Konstanz, Wallgutstrasse",10.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T05:00:00+00:00,2025-12-14T06:00:00+00:00,"Konstanz, Wallgutstrasse",12.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T07:00:00+00:00,2025-12-14T08:00:00+00:00,"Konstanz, Wallgutstrasse",12.54,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T08:00:00+00:00,2025-12-14T09:00:00+00:00,"Konstanz, Wallgutstrasse",10.79,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T10:00:00+00:00,2025-12-14T11:00:00+00:00,"Konstanz, Wallgutstrasse",9.09,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T11:00:00+00:00,2025-12-14T12:00:00+00:00,"Konstanz, Wallgutstrasse",8.85,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T13:00:00+00:00,2025-12-14T14:00:00+00:00,"Konstanz, Wallgutstrasse",12.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T15:00:00+00:00,2025-12-14T16:00:00+00:00,"Konstanz, Wallgutstrasse",13.18,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T16:00:00+00:00,2025-12-14T17:00:00+00:00,"Konstanz, Wallgutstrasse",14.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T21:00:00+00:00,2025-12-14T22:00:00+00:00,"Konstanz, Wallgutstrasse",10.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T23:00:00+00:00,2025-12-15T00:00:00+00:00,"Konstanz, Wallgutstrasse",8.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T03:00:00+00:00,2025-12-15T04:00:00+00:00,"Konstanz, Wallgutstrasse",9.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T04:00:00+00:00,2025-12-15T05:00:00+00:00,"Konstanz, Wallgutstrasse",7.44,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T05:00:00+00:00,2025-12-15T06:00:00+00:00,"Konstanz, Wallgutstrasse",8.6,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T06:00:00+00:00,2025-12-15T07:00:00+00:00,"Konstanz, Wallgutstrasse",10.6,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T09:00:00+00:00,2025-12-15T10:00:00+00:00,"Konstanz, Wallgutstrasse",12.08,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T11:00:00+00:00,2025-12-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",11.64,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T13:00:00+00:00,2025-12-15T14:00:00+00:00,"Konstanz, Wallgutstrasse",15.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T15:00:00+00:00,2025-12-15T16:00:00+00:00,"Konstanz, Wallgutstrasse",15.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T16:00:00+00:00,2025-12-15T17:00:00+00:00,"Konstanz, Wallgutstrasse",17.23,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T18:00:00+00:00,2025-12-15T19:00:00+00:00,"Konstanz, Wallgutstrasse",28.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T19:00:00+00:00,2025-12-15T20:00:00+00:00,"Konstanz, Wallgutstrasse",26.34,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-15T22:00:00+00:00,2025-12-15T23:00:00+00:00,"Konstanz, Wallgutstrasse",20.1,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-12-14T01:00:00+00:00,2025-12-14T02:00:00+00:00,"Konstanz, Wallgutstrasse",4.79,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T06:00:00+00:00,2025-12-14T07:00:00+00:00,"Konstanz, Wallgutstrasse",7.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T07:00:00+00:00,2025-12-14T08:00:00+00:00,"Konstanz, Wallgutstrasse",7.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T08:00:00+00:00,2025-12-14T09:00:00+00:00,"Konstanz, Wallgutstrasse",6.57,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T09:00:00+00:00,2025-12-14T10:00:00+00:00,"Konstanz, Wallgutstrasse",5.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T12:00:00+00:00,2025-12-14T13:00:00+00:00,"Konstanz, Wallgutstrasse",8.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-14T15:00:00+00:00,2025-12-14T16:00:00+00:00,"Konstanz, Wallgutstrasse",9.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-15T04:00:00+00:00,2025-12-15T05:00:00+00:00,"Konstanz, Wallgutstrasse",4.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-15T09:00:00+00:00,2025-12-15T10:00:00+00:00,"Konstanz, Wallgutstrasse",8.89,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-12-15T11:00:00+00:00,2025-12-15T12:00:00+00:00,"Konstanz, Wallgutstrasse",9.82,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
