startzeit,endzeit,messstelle,messwert,messstationid,indikator
2025-09-21T05:00:00+00:00,2025-09-21T06:00:00+00:00,"Konstanz, Wallgutstrasse",10.86,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T08:00:00+00:00,2025-09-21T09:00:00+00:00,"Konstanz, Wallgutstrasse",9.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T11:00:00+00:00,2025-09-21T12:00:00+00:00,"Konstanz, Wallgutstrasse",13.36,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T12:00:00+00:00,2025-09-21T13:00:00+00:00,"Konstanz, Wallgutstrasse",4.57,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T15:00:00+00:00,2025-09-21T16:00:00+00:00,"Konstanz, Wallgutstrasse",3.1,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T19:00:00+00:00,2025-09-21T20:00:00+00:00,"Konstanz, Wallgutstrasse",6.0,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T20:00:00+00:00,2025-09-21T21:00:00+00:00,"Konstanz, Wallgutstrasse",4.69,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-21T23:00:00+00:00,2025-09-22T00:00:00+00:00,"Konstanz, Wallgutstrasse",3.87,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-20T07:00:00+00:00,2025-09-20T08:00:00+00:00,"Konstanz, Wallgutstrasse",12.37,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T08:00:00+00:00,2025-09-20T09:00:00+00:00,"Konstanz, Wallgutstrasse",10.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T09:00:00+00:00,2025-09-20T10:00:00+00:00,"Konstanz, Wallgutstrasse",8.67,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T10:00:00+00:00,2025-09-20T11:00:00+00:00,"Konstanz, Wallgutstrasse",14.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T11:00:00+00:00,2025-09-20T12:00:00+00:00,"Konstanz, Wallgutstrasse",11.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T13:00:00+00:00,2025-09-20T14:00:00+00:00,"Konstanz, Wallgutstrasse",3.37,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T14:00:00+00:00,2025-09-20T15:00:00+00:00,"Konstanz, Wallgutstrasse",6.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T17:00:00+00:00,2025-09-20T18:00:00+00:00,"Konstanz, Wallgutstrasse",7.45,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T18:00:00+00:00,2025-09-20T19:00:00+00:00,"Konstanz, Wallgutstrasse",15.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T19:00:00+00:00,2025-09-20T20:00:00+00:00,"Konstanz, Wallgutstrasse",20.66,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T21:00:00+00:00,2025-09-20T22:00:00+00:00,"Konstanz, Wallgutstrasse",29.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T02:00:00+00:00,2025-09-21T03:00:00+00:00,"Konstanz, Wallgutstrasse",14.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T05:00:00+00:00,2025-09-21T06:00:00+00:00,"Konstanz, Wallgutstrasse",6.26,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T07:00:00+00:00,2025-09-21T08:00:00+00:00,"Konstanz, Wallgutstrasse",5.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T08:00:00+00:00,2025-09-21T09:00:00+00:00,"Konstanz, Wallgutstrasse",7.48,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T10:00:00+00:00,2025-09-21T11:00:00+00:00,"Konstanz, Wallgutstrasse",8.24,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,"Konstanz, Wallgutstrasse",3.15,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-20T00:00:00+00:00,2025-09-20T01:00:00+00:00,"Konstanz, Wallgutstrasse",0.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T04:00:00+00:00,2025-09-20T05:00:00+00:00,"Konstanz, Wallgutstrasse",0.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T07:00:00+00:00,2025-09-20T08:00:00+00:00,"Konstanz, Wallgutstrasse",4.78,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T08:00:00+00:00,2025-09-20T09:00:00+00:00,"Konstanz, Wallgutstrasse",4.52,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T10:00:00+00:00,2025-09-20T11:00:00+00:00,"Konstanz, Wallgutstrasse",5.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T11:00:00+00:00,2025-09-20T12:00:00+00:00,"Konstanz, Wallgutstrasse",2.63,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T14:00:00+00:00,2025-09-20T15:00:00+00:00,"Konstanz, Wallgutstrasse",1.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T16:00:00+00:00,2025-09-20T17:00:00+00:00,"Konstanz, Wallgutstrasse",2.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T20:00:00+00:00,2025-09-20T21:00:00+00:00,"Konstanz, Wallgutstrasse",1.55,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T22:00:00+00:00,2025-09-20T23:00:00+00:00,"Konstanz, Wallgutstrasse",7.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T00:00:00+00:00,2025-09-21T01:00:00+00:00,"Konstanz, Wallgutstrasse",1.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T05:00:00+00:00,2025-09-21T06:00:00+00:00,"Konstanz, Wallgutstrasse",0.72,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T07:00:00+00:00,2025-09-21T08:00:00+00:00,"Konstanz, Wallgutstrasse",1.9,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T10:00:00+00:00,2025-09-21T11:00:00+00:00,"Konstanz, Wallgutstrasse",2.99,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,"Konstanz, Wallgutstrasse",1.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T15:00:00+00:00,2025-09-21T16:00:00+00:00,"Konstanz, Wallgutstrasse",1.02,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-21T21:00:00+00:00,2025-09-21T22:00:00+00:00,"Konstanz, Wallgutstrasse",0.38,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-20T06:00:00+00:00,2025-09-20T07:00:00+00:00,"Konstanz, Wallgutstrasse",11.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-20T08:00:00+00:00,2025-09-20T09:00:00+00:00,"Konstanz, Wallgutstrasse",20.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-20T18:00:00+00:00,2025-09-20T19:00:00+00:00,"Konstanz, Wallgutstrasse",46.02,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-20T19:00:00+00:00,2025-09-20T20:00:00+00:00,"Konstanz, Wallgutstrasse",38.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-20T22:00:00+00:00,2025-09-20T23:00:00+00:00,"Konstanz, Wallgutstrasse",27.71,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T02:00:00+00:00,2025-09-21T03:00:00+00:00,"Konstanz, Wallgutstrasse",16.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T08:00:00+00:00,2025-09-21T09:00:00+00:00,"Konstanz, Wallgutstrasse",16.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T10:00:00+00:00,2025-09-21T11:00:00+00:00,"Konstanz, Wallgutstrasse",31.27,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T11:00:00+00:00,2025-09-21T12:00:00+00:00,"Konstanz, Wallgutstrasse",39.09,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T12:00:00+00:00,2025-09-21T13:00:00+00:00,"Konstanz, Wallgutstrasse",44.07,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,"Konstanz, Wallgutstrasse",41.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T15:00:00+00:00,2025-09-21T16:00:00+00:00,"Konstanz, Wallgutstrasse",39.07,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T19:00:00+00:00,2025-09-21T20:00:00+00:00,"Konstanz, Wallgutstrasse",30.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-21T22:00:00+00:00,2025-09-21T23:00:00+00:00,"Konstanz, Wallgutstrasse",26.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-20T00:00:00+00:00,2025-09-20T01:00:00+00:00,"Konstanz, Wallgutstrasse",22.66,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T01:00:00+00:00,2025-09-20T02:00:00+00:00,"Konstanz, Wallgutstrasse",26.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T05:00:00+00:00,2025-09-20T06:00:00+00:00,"Konstanz, Wallgutstrasse",9.35,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T15:00:00+00:00,2025-09-20T16:00:00+00:00,"Konstanz, Wallgutstrasse",103.97,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T19:00:00+00:00,2025-09-20T20:00:00+00:00,"Konstanz, Wallgutstrasse",38.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T21:00:00+00:00,2025-09-20T22:00:00+00:00,"Konstanz, Wallgutstrasse",10.63,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-21T00:00:00+00:00,2025-09-21T01:00:00+00:00,"Konstanz, Wallgutstrasse",12.44,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-21T08:00:00+00:00,2025-09-21T09:00:00+00:00,"Konstanz, Wallgutstrasse",23.94,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-21T11:00:00+00:00,2025-09-21T12:00:00+00:00,"Konstanz, Wallgutstrasse",64.04,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-21T12:00:00+00:00,2025-09-21T13:00:00+00:00,"Konstanz, Wallgutstrasse",83.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-21T16:00:00+00:00,2025-09-21T17:00:00+00:00,"Konstanz, Wallgutstrasse",67.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon
2025-09-20T01:00:00+00:00,2025-09-20T02:00:00+00:00,"Konstanz, Wallgutstrasse",8.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T02:00:00+00:00,2025-09-20T03:00:00+00:00,"Konstanz, Wallgutstrasse",8.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T03:00:00+00:00,2025-09-20T04:00:00+00:00,"Konstanz, Wallgutstrasse",8.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T05:00:00+00:00,2025-09-20T06:00:00+00:00,"Konstanz, Wallgutstrasse",8.36,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T08:00:00+00:00,2025-09-20T09:00:00+00:00,"Konstanz, Wallgutstrasse",10.16,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T11:00:00+00:00,2025-09-20T12:00:00+00:00,"Konstanz, Wallgutstrasse",11.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T13:00:00+00:00,2025-09-20T14:00:00+00:00,"Konstanz, Wallgutstrasse",7.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T14:00:00+00:00,2025-09-20T15:00:00+00:00,"Konstanz, Wallgutstrasse",7.9,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T17:00:00+00:00,2025-09-20T18:00:00+00:00,"Konstanz, Wallgutstrasse",9.53,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-20T20:00:00+00:00,2025-09-20T21:00:00+00:00,"Konstanz, Wallgutstrasse",18.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T00:00:00+00:00,2025-09-21T01:00:00+00:00,"Konstanz, Wallgutstrasse",15.07,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T01:00:00+00:00,2025-09-21T02:00:00+00:00,"Konstanz, Wallgutstrasse",13.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T03:00:00+00:00,2025-09-21T04:00:00+00:00,"Konstanz, Wallgutstrasse",12.54,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T08:00:00+00:00,2025-09-21T09:00:00+00:00,"Konstanz, Wallgutstrasse",12.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T10:00:00+00:00,2025-09-21T11:00:00+00:00,"Konstanz, Wallgutstrasse",15.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T11:00:00+00:00,2025-09-21T12:00:00+00:00,"Konstanz, Wallgutstrasse",16.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T20:00:00+00:00,2025-09-21T21:00:00+00:00,"Konstanz, Wallgutstrasse",3.93,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-21T22:00:00+00:00,2025-09-21T23:00:00+00:00,"Konstanz, Wallgutstrasse",2.91,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub (PM2.5)
2025-09-22T00:00:00+00:00,2025-09-22T01:00:00+00:00,"Konstanz, Wallgutstrasse",2.92,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-22T01:00:00+00:00,2025-09-22T02:00:00+00:00,"Konstanz, Wallgutstrasse",4.85,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-22T18:00:00+00:00,2025-09-22T19:00:00+00:00,"Konstanz, Wallgutstrasse",2.59,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-22T20:00:00+00:00,2025-09-22T21:00:00+00:00,"Konstanz, Wallgutstrasse",2.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-22T22:00:00+00:00,2025-09-22T23:00:00+00:00,"Konstanz, Wallgutstrasse",2.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T07:00:00+00:00,2025-09-23T08:00:00+00:00,"Konstanz, Wallgutstrasse",3.87,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T10:00:00+00:00,2025-09-23T11:00:00+00:00,"Konstanz, Wallgutstrasse",4.33,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T13:00:00+00:00,2025-09-23T14:00:00+00:00,"Konstanz, Wallgutstrasse",7.14,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T16:00:00+00:00,2025-09-23T17:00:00+00:00,"Konstanz, Wallgutstrasse",3.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T19:00:00+00:00,2025-09-23T20:00:00+00:00,"Konstanz, Wallgutstrasse",3.51,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-23T23:00:00+00:00,2025-09-24T00:00:00+00:00,"Konstanz, Wallgutstrasse",2.66,9fc10577-4551-49aa-9ebc-2a882720c0ac,Feinstaub PM10
2025-09-22T00:00:00+00:00,2025-09-22T01:00:00+00:00,"Konstanz, Wallgutstrasse",3.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T01:00:00+00:00,2025-09-22T02:00:00+00:00,"Konstanz, Wallgutstrasse",4.67,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T02:00:00+00:00,2025-09-22T03:00:00+00:00,"Konstanz, Wallgutstrasse",3.6,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T06:00:00+00:00,2025-09-22T07:00:00+00:00,"Konstanz, Wallgutstrasse",7.32,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T07:00:00+00:00,2025-09-22T08:00:00+00:00,"Konstanz, Wallgutstrasse",6.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T11:00:00+00:00,2025-09-22T12:00:00+00:00,"Konstanz, Wallgutstrasse",7.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T12:00:00+00:00,2025-09-22T13:00:00+00:00,"Konstanz, Wallgutstrasse",10.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T14:00:00+00:00,2025-09-22T15:00:00+00:00,"Konstanz, Wallgutstrasse",8.22,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T18:00:00+00:00,2025-09-22T19:00:00+00:00,"Konstanz, Wallgutstrasse",9.81,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T20:00:00+00:00,2025-09-22T21:00:00+00:00,"Konstanz, Wallgutstrasse",7.85,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T03:00:00+00:00,2025-09-23T04:00:00+00:00,"Konstanz, Wallgutstrasse",4.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T05:00:00+00:00,2025-09-23T06:00:00+00:00,"Konstanz, Wallgutstrasse",5.73,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T06:00:00+00:00,2025-09-23T07:00:00+00:00,"Konstanz, Wallgutstrasse",8.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T13:00:00+00:00,2025-09-23T14:00:00+00:00,"Konstanz, Wallgutstrasse",6.54,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,"Konstanz, Wallgutstrasse",6.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-23T18:00:00+00:00,2025-09-23T19:00:00+00:00,"Konstanz, Wallgutstrasse",11.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffdioxid
2025-09-22T03:00:00+00:00,2025-09-22T04:00:00+00:00,"Konstanz, Wallgutstrasse",1.18,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T05:00:00+00:00,2025-09-22T06:00:00+00:00,"Konstanz, Wallgutstrasse",2.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T11:00:00+00:00,2025-09-22T12:00:00+00:00,"Konstanz, Wallgutstrasse",5.83,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T13:00:00+00:00,2025-09-22T14:00:00+00:00,"Konstanz, Wallgutstrasse",8.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T16:00:00+00:00,2025-09-22T17:00:00+00:00,"Konstanz, Wallgutstrasse",6.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T18:00:00+00:00,2025-09-22T19:00:00+00:00,"Konstanz, Wallgutstrasse",5.87,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T19:00:00+00:00,2025-09-22T20:00:00+00:00,"Konstanz, Wallgutstrasse",5.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T21:00:00+00:00,2025-09-22T22:00:00+00:00,"Konstanz, Wallgutstrasse",3.69,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T02:00:00+00:00,2025-09-23T03:00:00+00:00,"Konstanz, Wallgutstrasse",2.25,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T03:00:00+00:00,2025-09-23T04:00:00+00:00,"Konstanz, Wallgutstrasse",2.42,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T10:00:00+00:00,2025-09-23T11:00:00+00:00,"Konstanz, Wallgutstrasse",8.17,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T17:00:00+00:00,2025-09-23T18:00:00+00:00,"Konstanz, Wallgutstrasse",8.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T18:00:00+00:00,2025-09-23T19:00:00+00:00,"Konstanz, Wallgutstrasse",8.74,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T20:00:00+00:00,2025-09-23T21:00:00+00:00,"Konstanz, Wallgutstrasse",7.8,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-23T22:00:00+00:00,2025-09-23T23:00:00+00:00,"Konstanz, Wallgutstrasse",5.13,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickoxide
2025-09-22T01:00:00+00:00,2025-09-22T02:00:00+00:00,"Konstanz, Wallgutstrasse",0.39,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T02:00:00+00:00,2025-09-22T03:00:00+00:00,"Konstanz, Wallgutstrasse",0.3,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T03:00:00+00:00,2025-09-22T04:00:00+00:00,"Konstanz, Wallgutstrasse",0.31,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T04:00:00+00:00,2025-09-22T05:00:00+00:00,"Konstanz, Wallgutstrasse",0.41,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T07:00:00+00:00,2025-09-22T08:00:00+00:00,"Konstanz, Wallgutstrasse",1.34,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T08:00:00+00:00,2025-09-22T09:00:00+00:00,"Konstanz, Wallgutstrasse",2.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T17:00:00+00:00,2025-09-22T18:00:00+00:00,"Konstanz, Wallgutstrasse",1.28,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T22:00:00+00:00,2025-09-22T23:00:00+00:00,"Konstanz, Wallgutstrasse",0.36,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T03:00:00+00:00,2025-09-23T04:00:00+00:00,"Konstanz, Wallgutstrasse",0.22,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T05:00:00+00:00,2025-09-23T06:00:00+00:00,"Konstanz, Wallgutstrasse",1.2,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T06:00:00+00:00,2025-09-23T07:00:00+00:00,"Konstanz, Wallgutstrasse",2.68,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T09:00:00+00:00,2025-09-23T10:00:00+00:00,"Konstanz, Wallgutstrasse",3.16,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T10:00:00+00:00,2025-09-23T11:00:00+00:00,"Konstanz, Wallgutstrasse",5.49,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T16:00:00+00:00,2025-09-23T17:00:00+00:00,"Konstanz, Wallgutstrasse",1.98,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-23T20:00:00+00:00,2025-09-23T21:00:00+00:00,"Konstanz, Wallgutstrasse",2.96,9fc10577-4551-49aa-9ebc-2a882720c0ac,Stickstoffmonoxid
2025-09-22T00:00:00+00:00,2025-09-22T01:00:00+00:00,"Konstanz, Wallgutstrasse",28.62,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T02:00:00+00:00,2025-09-22T03:00:00+00:00,"Konstanz, Wallgutstrasse",23.57,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T06:00:00+00:00,2025-09-22T07:00:00+00:00,"Konstanz, Wallgutstrasse",24.95,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T07:00:00+00:00,2025-09-22T08:00:00+00:00,"Konstanz, Wallgutstrasse",21.65,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T09:00:00+00:00,2025-09-22T10:00:00+00:00,"Konstanz, Wallgutstrasse",20.84,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T10:00:00+00:00,2025-09-22T11:00:00+00:00,"Konstanz, Wallgutstrasse",20.88,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-22T19:00:00+00:00,2025-09-22T20:00:00+00:00,"Konstanz, Wallgutstrasse",21.29,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
2025-09-23T03:00:00+00:00,2025-09-23T04:00:00+00:00,"Konstanz, Wallgutstrasse",19.5,9fc10577-4551-49aa-9ebc-2a882720c0ac,Ozon potentiell (O3+NO2)
