messbeginn,messende,standort,parameter,messwert,messwert_3_dezimalstellen,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2025-02-25,2025-03-11,ROSEN 3,Benzol,0.79,0.79,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-02-25,2025-03-11,ROSEN 1,∑CKW,0.98,0.98,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-02-25,2025-03-11,ROSEN 3,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-02-25,2025-03-11,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-02-25,2025-03-11,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-02-25,2025-03-11,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-03-11,2025-03-25,ROSEN 3,∑CKW,,,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-11,2025-03-25,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-03-11,2025-03-25,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-11,2025-03-25,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-11,2025-03-25,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-11,2025-03-25,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-03-25,2025-04-08,ROSEN 2,Benzol,0.5,0.5,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 4,∑CKW,,,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 4,Naphthalin,,,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-03-25,2025-04-08,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-25,2025-04-08,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-03-25,2025-04-08,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-08,2025-04-22,ROSEN 1,Benzol,0.37,0.37,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 2,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 4,∑CKW,0.79,0.79,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-08,2025-04-22,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-08,2025-04-22,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-08,2025-04-22,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-04-22,2025-05-06,ROSEN 3,Benzol,0.38,0.38,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 4,Benzol,0.51,0.51,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 1,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 4,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-04-22,2025-05-06,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-06,2025-05-20,ROSEN 1,∑CKW,,,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-05-06,2025-05-20,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-05-20,2025-06-03,ROSEN 3,Benzol,0.29,0.29,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 1,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-05-20,2025-06-03,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-05-20,2025-06-03,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-06-03,2025-06-17,ROSEN 1,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 4,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-03,2025-06-17,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-06-17,2025-07-01,ROSEN 1,∑CKW,0.9,0.9,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-06-17,2025-07-01,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-06-17,2025-07-01,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-06-17,2025-07-01,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-01,2025-07-15,ROSEN 1,Benzol,0.24,0.24,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 4,Benzol,0.38,0.38,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 2,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-01,2025-07-15,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-01,2025-07-15,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-15,2025-07-29,ROSEN 2,Benzol,0.29,0.29,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 3,Benzol,0.34,0.34,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-15,2025-07-29,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-15,2025-07-29,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-07-29,2025-08-12,ROSEN 1,Benzol,0.35,0.35,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 2,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-07-29,2025-08-12,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-29,2025-08-12,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-29,2025-08-12,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-07-29,2025-08-12,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-08-12,2025-08-26,ROSEN 3,Benzol,0.2,0.2,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-08-12,2025-08-26,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-08-12,2025-08-26,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-08-26,2025-09-09,ROSEN 1,Benzol,0.17,0.17,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-08-26,2025-09-09,ROSEN 2,Benzol,0.16,0.16,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-08-26,2025-09-09,ROSEN 1,∑CKW,0.8,0.8,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-08-26,2025-09-09,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-08-26,2025-09-09,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-08-26,2025-09-09,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-09-09,2025-09-23,ROSEN 1,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-09-09,2025-09-23,ROSEN 3,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-09-09,2025-09-23,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-09-09,2025-09-23,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-09-09,2025-09-23,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 1,Benzol,0.42,0.42,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 2,Benzol,0.45,0.45,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 4,Benzol,0.5,0.5,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-09-23,2025-10-07,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-09-23,2025-10-07,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-09-23,2025-10-07,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-10-07,2025-10-21,ROSEN 1,Benzol,0.49,0.49,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-10-07,2025-10-21,ROSEN 4,Benzol,0.59,0.59,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-10-07,2025-10-21,ROSEN 1,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-10-07,2025-10-21,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-10-07,2025-10-21,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-10-07,2025-10-21,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-10-07,2025-10-21,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-10-07,2025-10-21,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-10-07,2025-10-21,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-10-21,2025-11-04,ROSEN 1,Benzol,0.38,0.38,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-10-21,2025-11-04,ROSEN 2,Benzol,0.37,0.37,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-10-21,2025-11-04,ROSEN 4,Benzol,0.5,0.5,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-10-21,2025-11-04,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-10-21,2025-11-04,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-10-21,2025-11-04,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-10-21,2025-11-04,ROSEN 1,∑Aniline,,,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-10-21,2025-11-04,ROSEN 4,∑Aniline,,,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-11-04,2025-11-18,ROSEN 3,Benzol,0.83,0.83,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-11-04,2025-11-18,ROSEN 2,∑CKW,0.83,0.83,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-11-04,2025-11-18,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-11-04,2025-11-18,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-11-04,2025-11-18,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-11-04,2025-11-18,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-11-18,2025-12-02,ROSEN 4,Benzol,0.82,0.82,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-11-18,2025-12-02,ROSEN 2,∑CKW,0.85,0.85,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-11-18,2025-12-02,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-11-18,2025-12-02,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-11-18,2025-12-02,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-11-18,2025-12-02,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-12-02,2025-12-16,ROSEN 2,Benzol,0.72,0.72,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-12-02,2025-12-16,ROSEN 3,Benzol,0.89,0.89,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2025-12-02,2025-12-16,ROSEN 1,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-12-02,2025-12-16,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-12-02,2025-12-16,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-12-02,2025-12-16,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-12-02,2025-12-16,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-12-02,2025-12-16,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-12-16,2025-12-30,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2025-12-16,2025-12-30,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-12-16,2025-12-30,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-12-16,2025-12-30,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2025-12-30,2026-01-13,ROSEN 1,∑CKW,0.9,0.9,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 3,∑CKW,0.86,0.86,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 4,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 1,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2025-12-30,2026-01-13,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-01-13,2026-01-27,ROSEN 1,Benzol,1.1,1.1,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-01-13,2026-01-27,ROSEN 4,Benzol,1.4,1.4,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-01-13,2026-01-27,ROSEN 3,∑CKW,0.87,0.87,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-01-13,2026-01-27,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-01-13,2026-01-27,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-01-13,2026-01-27,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-01-13,2026-01-27,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-01-13,2026-01-27,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-01-27,2026-02-10,ROSEN 1,Benzol,0.67,0.67,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-01-27,2026-02-10,ROSEN 2,Benzol,0.65,0.65,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-01-27,2026-02-10,ROSEN 2,∑CKW,0.84,0.84,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-01-27,2026-02-10,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-01-27,2026-02-10,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-02-10,2026-02-24,ROSEN 1,Benzol,0.5,0.5,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-02-10,2026-02-24,ROSEN 3,Benzol,0.53,0.53,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-02-10,2026-02-24,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-02-10,2026-02-24,ROSEN 3,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-02-10,2026-02-24,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-02-10,2026-02-24,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-02-10,2026-02-24,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-02-10,2026-02-24,ROSEN 4,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-02-24,2026-03-10,ROSEN 3,∑CKW,0.88,0.88,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-02-24,2026-03-10,ROSEN 1,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-02-24,2026-03-10,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-03-10,2026-03-24,ROSEN 2,Benzol,0.62,0.62,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 3,∑CKW,0.89,0.89,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 4,∑CKW,0.92,0.92,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 2,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 3,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-03-10,2026-03-24,ROSEN 2,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-03-24,2026-04-07,ROSEN 1,Benzol,0.35,0.35,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-03-24,2026-04-07,ROSEN 1,∑CKW,0.81,0.81,5.0,5.0,2.5,2.5,µg/m3,VOC-Passivsammler
2026-03-24,2026-04-07,ROSEN 2,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-03-24,2026-04-07,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-04-07,2026-04-21,ROSEN 4,Benzol,0.52,0.52,2.0,2.0,1.0,1.0,µg/m3,VOC-Passivsammler
2026-04-07,2026-04-21,ROSEN 4,Naphthalin,0.05,0.05,10.0,10.0,5.0,5.0,µg/m3,VOC-Passivsammler
2026-04-07,2026-04-21,ROSEN 4,Quecksilber (gasförmig),0.001,0.001,0.035,0.035,0.018,0.018,µg/m3,Hg-Passivsammler
2026-04-07,2026-04-21,ROSEN 1,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
2026-04-07,2026-04-21,ROSEN 3,∑Aniline,0.25,0.25,8.0,8.0,4.0,4.0,µg/m3,Aniline Aktivsammler
