date,kategorie,pax,fret,mvt
2020-04-09,Fracht Cargo,0,178.703,7
2020-04-06,Fracht Cargo,0,104.848,4
2020-04-05,Passagierverkehr,2,,8
2020-04-05,Andere Kategorien,0,,4
2020-04-04,Fracht Cargo,0,62.038,4
2020-04-03,Fracht Cargo,0,55.734,2
2020-04-03,Andere Kategorien,0,,3
2020-04-02,Passagierverkehr,92,,10
2020-04-02,Fracht Express,0,161.999,16
2020-04-01,Passagierverkehr,43,,17
2020-04-01,Fracht Cargo,0,57.317,5
2020-03-31,Passagierverkehr,162,0.0,16
2020-03-31,Fracht Express,0,150.027,16
2020-03-31,Andere Kategorien,6,,5
2020-03-27,Andere Kategorien,6,,6
2020-03-26,Passagierverkehr,150,,9
2020-03-26,Fracht Express,0,190.096,20
2020-03-25,Fracht Cargo,0,228.928,6
2020-03-25,Andere Kategorien,21,,9
2020-03-24,Fracht Cargo,0,75.672,3
2020-03-23,Andere Kategorien,0,,6
2020-03-22,Fracht Express,0,,
2020-03-22,Fracht Cargo,0,11.426,2
2020-03-21,Fracht Express,0,40.895,5
2020-03-21,Fracht Cargo,0,107.016,6
2020-03-21,Andere Kategorien,6,,2
2020-03-18,Passagierverkehr,2234,,70
2020-03-16,Fracht Express,0,171.791,15
2020-03-15,Andere Kategorien,8,,63
2020-03-14,Passagierverkehr,9051,2.351,125
2020-03-14,Fracht Cargo,0,91.611,4
2020-03-14,Andere Kategorien,2,,119
2020-03-13,Fracht Cargo,0,78.403,2
2020-03-12,Fracht Cargo,0,,
2020-03-12,Andere Kategorien,2,,19
2020-03-10,Fracht Cargo,0,0.0,1
2020-03-10,Andere Kategorien,2,,5
2020-03-08,Passagierverkehr,20483,,194
2020-03-07,Passagierverkehr,16272,2.08,154
2020-03-07,Fracht Cargo,0,87.724,4
2020-03-07,Andere Kategorien,0,,39
2020-03-06,Passagierverkehr,20932,1.016,207
2020-03-05,Fracht Express,0,191.59,23
2020-03-05,Fracht Cargo,0,,
2020-03-04,Fracht Express,0,192.077,19
2020-03-04,Fracht Cargo,0,66.181,4
2020-03-03,Passagierverkehr,13561,1.064,156
2020-03-02,Fracht Express,0,157.509,12
2020-02-29,Passagierverkehr,18982,1.063,159
2020-02-29,Fracht Cargo,0,44.032,2
2020-02-28,Fracht Express,0,163.949,15
2020-02-28,Fracht Cargo,0,54.388,2
2020-02-27,Fracht Express,0,226.815,20
2020-02-27,Fracht Cargo,0,,
2020-02-26,Fracht Cargo,0,76.714,6
2020-02-25,Passagierverkehr,15858,0.77,161
2020-02-25,Andere Kategorien,11,,17
2020-02-24,Passagierverkehr,21407,0.474,184
2020-02-24,Andere Kategorien,10,,55
2020-02-22,Passagierverkehr,19917,1.117,163
2020-02-22,Fracht Express,0,35.088,4
2020-02-21,Fracht Cargo,0,60.99,2
2020-02-20,Fracht Express,0,215.922,18
2020-02-20,Fracht Cargo,0,0.259,1
2020-02-20,Andere Kategorien,20,,67
2020-02-19,Fracht Express,0,203.21,18
2020-02-19,Fracht Cargo,0,53.92,5
2020-02-19,Andere Kategorien,7,,37
2020-02-15,Passagierverkehr,19797,1.841,160
2020-02-15,Fracht Express,0,36.162,4
2020-02-15,Andere Kategorien,6,,61
2020-02-13,Passagierverkehr,17473,1.025,171
2020-02-13,Fracht Express,0,193.108,18
2020-02-13,Andere Kategorien,10,,66
2020-02-12,Fracht Express,0,215.848,18
2020-02-11,Passagierverkehr,14662,0.469,137
2020-02-11,Fracht Express,0,213.583,22
2020-02-10,Fracht Express,0,40.09,5
2020-02-07,Passagierverkehr,23152,1.661,193
2020-02-05,Passagierverkehr,12575,0.439,129
2020-02-05,Fracht Cargo,0,95.321,4
2020-02-05,Andere Kategorien,15,,44
2020-02-04,Fracht Express,0,193.649,20
2020-02-03,Passagierverkehr,16375,2.108,157
2020-02-02,Fracht Cargo,0,15.211,2
2020-02-01,Andere Kategorien,0,,29
2020-01-31,Fracht Express,0,154.981,14
2020-01-31,Fracht Cargo,0,70.107,2
2020-01-30,Fracht Express,0,205.85,20
2020-01-30,Andere Kategorien,14,,30
2020-01-29,Fracht Express,0,201.592,25
2020-01-28,Fracht Express,0,198.062,23
2020-01-28,Fracht Cargo,0,0.71,2
2020-01-25,Fracht Express,0,31.375,4
2020-01-24,Passagierverkehr,20854,1.089,192
2020-01-24,Fracht Express,0,158.564,14
2020-01-24,Andere Kategorien,18,,79
2020-01-23,Fracht Express,0,208.119,18
2020-01-23,Fracht Cargo,0,,
2020-01-22,Passagierverkehr,10603,1.983,111
2020-01-22,Andere Kategorien,8,,17
2020-01-21,Passagierverkehr,9887,1.531,116
2020-01-21,Andere Kategorien,15,,65
2020-01-20,Passagierverkehr,13164,0.564,136
2020-01-20,Fracht Express,0,165.3,14
2020-01-20,Fracht Cargo,0,40.644,2
2020-01-19,Fracht Express,0,,
2020-01-17,Fracht Express,0,165.826,14
2020-01-14,Passagierverkehr,9730,0.85,114
2020-01-14,Andere Kategorien,4,,35
2020-01-13,Fracht Express,0,170.939,12
2020-01-12,Fracht Cargo,0,16.744,2
2020-01-11,Andere Kategorien,3,,35
2020-01-10,Fracht Cargo,2,34.074,1
2020-01-09,Passagierverkehr,11853,0.82,131
2020-01-09,Fracht Cargo,0,0.0,1
2020-01-09,Andere Kategorien,0,,45
2020-01-08,Fracht Express,0,217.149,18
2020-01-08,Fracht Cargo,0,9.418,3
2020-01-07,Passagierverkehr,12115,0.836,127
2020-01-07,Fracht Express,0,183.154,18
2020-01-06,Passagierverkehr,18455,1.111,168
2020-01-06,Fracht Express,0,114.306,11
2020-01-06,Andere Kategorien,2,,38
2020-01-05,Fracht Cargo,0,,
2020-01-04,Andere Kategorien,11,,30
2020-01-03,Fracht Express,0,94.075,12
2020-01-03,Andere Kategorien,0,,73
2020-01-01,Passagierverkehr,21927,0.148,174
2020-01-01,Andere Kategorien,0,,9
2022-03-31,Passagierverkehr,14935,0.882,160
2022-03-31,Fracht Express,0,214.725,18
2022-03-31,Andere Kategorien,29,,27
2022-03-30,Fracht Express,0,208.508,18
2022-03-29,Fracht Cargo,0,,
2022-03-29,Andere Kategorien,7,,64
2022-03-28,Andere Kategorien,25,,60
2022-03-27,Andere Kategorien,10,,96
2022-03-26,Fracht Cargo,0,133.987,4
2022-03-24,Fracht Express,0,241.233,18
2022-03-24,Fracht Cargo,0,,
2022-03-22,Fracht Cargo,0,,
2022-03-22,Andere Kategorien,2,,77
2022-03-21,Fracht Express,0,198.245,15
2022-03-20,Fracht Cargo,0,54.357,2
2022-03-19,Fracht Express,0,37.797,4
2022-03-17,Passagierverkehr,11284,1.624,109
2022-03-16,Fracht Express,0,236.046,20
2022-03-16,Andere Kategorien,12,,42
2022-03-13,Fracht Cargo,0,33.474,2
2022-03-12,Andere Kategorien,5,,71
2022-03-10,Passagierverkehr,11442,1.359,105
2022-03-10,Andere Kategorien,13,,46
2022-03-09,Passagierverkehr,10518,0.403,106
2022-03-09,Fracht Express,0,233.204,18
2022-03-08,Fracht Express,0,215.873,18
2022-03-07,Fracht Express,0,180.197,15
2022-03-06,Passagierverkehr,17903,,141
2022-03-06,Fracht Express,0,,
2022-03-05,Fracht Cargo,0,98.599,4
2022-03-02,Passagierverkehr,10954,0.41,98
2022-03-02,Fracht Express,0,219.258,18
2022-03-02,Andere Kategorien,6,,53
2022-02-28,Andere Kategorien,2,,68
2022-02-27,Passagierverkehr,18885,0.451,149
2022-02-27,Fracht Cargo,0,,
2022-02-26,Andere Kategorien,7,,75
2022-02-25,Fracht Express,0,165.259,13
2022-02-22,Fracht Cargo,0,,
2022-02-22,Andere Kategorien,6,,41
2022-02-21,Passagierverkehr,12941,,111
2022-02-21,Fracht Cargo,0,72.795,2
2022-02-21,Andere Kategorien,0,,10
2022-02-20,Fracht Express,0,,
2022-02-19,Fracht Cargo,0,122.78,4
2022-02-18,Fracht Cargo,0,,
2022-02-18,Andere Kategorien,4,,125
2022-02-17,Fracht Express,0,213.209,18
2022-02-17,Andere Kategorien,12,,11
2022-02-16,Andere Kategorien,2,,25
2022-02-15,Andere Kategorien,10,,52
2022-02-14,Passagierverkehr,12538,,110
2022-02-13,Fracht Cargo,0,,
2022-02-12,Fracht Express,0,40.535,4
2022-02-11,Fracht Express,0,169.211,13
2022-02-10,Passagierverkehr,9300,,94
2022-02-09,Passagierverkehr,6381,,69
2022-02-09,Fracht Express,0,215.766,18
2022-02-09,Fracht Cargo,0,92.776,4
2022-02-08,Fracht Cargo,0,,
2022-02-08,Andere Kategorien,14,,107
2022-02-07,Passagierverkehr,9661,,102
2022-02-07,Fracht Cargo,0,67.469,3
2022-02-07,Andere Kategorien,11,,81
2022-02-06,Passagierverkehr,11819,,104
2022-02-06,Andere Kategorien,0,,14
2022-02-05,Passagierverkehr,9519,,83
2022-02-05,Andere Kategorien,161,,154
2022-02-04,Fracht Express,0,170.6,14
2022-02-04,Fracht Cargo,0,59.441,2
2022-02-03,Passagierverkehr,4729,,56
2022-02-03,Fracht Cargo,0,0.532,1
2022-02-02,Passagierverkehr,3213,0.363,52
2022-02-02,Andere Kategorien,5,,17
2022-01-30,Fracht Cargo,0,,
2022-01-29,Passagierverkehr,8255,1.28,67
2022-01-29,Fracht Cargo,0,74.333,4
2022-01-27,Passagierverkehr,2893,,33
2022-01-27,Fracht Express,0,228.888,18
2022-01-26,Passagierverkehr,4005,,49
2022-01-25,Passagierverkehr,3052,0.978,44
2022-01-24,Passagierverkehr,3447,0.012,52
2022-01-24,Andere Kategorien,4,,66
2022-01-23,Andere Kategorien,12,,60
2022-01-22,Fracht Cargo,0,97.278,4
2022-01-22,Andere Kategorien,7,,106
2022-01-18,Fracht Cargo,0,,
2022-01-17,Passagierverkehr,3843,,69
2022-01-17,Fracht Express,0,185.7,15
2022-01-17,Fracht Cargo,0,50.903,2
2022-01-15,Passagierverkehr,8531,0.624,73
2022-01-15,Fracht Cargo,0,95.968,4
2022-01-14,Andere Kategorien,5,,153
2022-01-12,Passagierverkehr,3839,,55
2022-01-12,Fracht Express,0,239.129,21
2022-01-11,Fracht Express,0,191.664,17
2022-01-11,Andere Kategorien,3,,13
2022-01-10,Fracht Express,0,174.407,15
2022-01-09,Andere Kategorien,1,,30
2022-01-08,Fracht Express,0,41.188,4
2022-01-08,Fracht Cargo,0,92.577,4
2022-01-08,Andere Kategorien,3,,69
2022-01-07,Passagierverkehr,12164,,142
2022-01-07,Fracht Express,0,131.072,13
2022-01-06,Fracht Express,0,173.566,16
2022-01-06,Andere Kategorien,5,,69
2022-01-05,Passagierverkehr,8879,0.594,99
2022-01-05,Fracht Express,0,176.618,18
2022-01-05,Andere Kategorien,3,,42
2022-01-04,Fracht Cargo,0,,
2022-01-01,Fracht Express,0,2.074,1
2022-01-01,Fracht Cargo,0,30.93,2
2022-01-01,Andere Kategorien,5,,57
2021-12-31,Fracht Express,0,58.756,9
2021-12-31,Andere Kategorien,0,,95
2021-12-30,Passagierverkehr,16926,,151
2021-12-29,Passagierverkehr,14611,0.283,134
2021-12-29,Fracht Cargo,0,111.78,4
2021-12-28,Fracht Cargo,0,,
2021-12-27,Passagierverkehr,14511,,137
2021-12-27,Fracht Express,0,119.201,13
2021-12-26,Fracht Express,0,,
2021-12-25,Passagierverkehr,14502,0.201,137
2021-12-24,Passagierverkehr,13662,0.542,125
2021-12-24,Fracht Express,0,97.258,11
2021-12-24,Fracht Cargo,0,114.217,4
2021-12-23,Fracht Cargo,0,89.1,2
2021-12-22,Fracht Cargo,0,218.146,8
2021-12-22,Andere Kategorien,6,,117
2021-12-21,Andere Kategorien,0,,64
2021-12-19,Fracht Cargo,0,,
2021-12-18,Andere Kategorien,1,,34
2021-12-15,Passagierverkehr,5916,0.587,83
2021-12-15,Andere Kategorien,4,,32
2021-12-12,Passagierverkehr,11203,0.464,139
2021-12-11,Andere Kategorien,6,,56
2021-12-09,Fracht Cargo,0,14.635,2
2021-12-08,Passagierverkehr,5585,0.728,70
2021-12-08,Fracht Express,0,249.835,18
2021-12-08,Fracht Cargo,0,77.902,2
2021-12-08,Andere Kategorien,0,,6
2021-12-07,Passagierverkehr,7345,0.48,92
2021-12-06,Passagierverkehr,8998,0.123,117
2021-12-06,Fracht Express,0,209.412,15
2021-12-05,Fracht Express,0,,
2021-12-05,Fracht Cargo,0,27.518,2
2021-12-05,Andere Kategorien,0,,26
2021-12-04,Fracht Cargo,0,96.623,4
2021-12-04,Andere Kategorien,3,,8
2021-12-03,Fracht Express,0,192.194,13
2021-12-01,Passagierverkehr,5090,1.003,62
2021-12-01,Andere Kategorien,4,,13
2022-04-30,Fracht Express,0,45.366,2
2022-04-30,Andere Kategorien,11,,36
2022-04-29,Fracht Express,0,153.206,13
2022-04-29,Fracht Cargo,0,,
2022-04-26,Passagierverkehr,18978,1.644,179
2022-04-26,Fracht Cargo,0,,
2022-04-26,Andere Kategorien,4,,23
2022-04-24,Fracht Express,0,,
2022-04-23,Fracht Express,0,34.265,2
2022-04-23,Fracht Cargo,0,86.972,4
2022-04-23,Andere Kategorien,1,,41
2022-04-22,Andere Kategorien,2,,82
2022-04-21,Passagierverkehr,24087,3.97,188
2022-04-21,Andere Kategorien,2,,74
2022-04-20,Passagierverkehr,20223,1.534,156
2022-04-20,Fracht Cargo,0,89.284,6
2022-04-20,Andere Kategorien,0,,45
2022-04-19,Fracht Express,0,162.898,14
2022-04-19,Andere Kategorien,4,,63
2022-04-18,Fracht Express,0,15.433,4
2022-04-18,Andere Kategorien,6,,47
2022-04-17,Fracht Express,0,,
2022-04-17,Fracht Cargo,0,,
2022-04-17,Andere Kategorien,0,,18
2022-04-16,Passagierverkehr,24584,0.184,182
2022-04-16,Andere Kategorien,0,,30
2022-04-15,Passagierverkehr,25658,0.53,196
2022-04-13,Passagierverkehr,19666,0.703,172
2022-04-12,Fracht Express,0,198.096,18
2022-04-12,Andere Kategorien,12,,40
2022-04-10,Passagierverkehr,23296,0.288,188
2022-04-10,Fracht Cargo,0,0.501,1
2022-04-08,Fracht Cargo,0,77.481,2
2022-04-07,Fracht Cargo,0,,
2022-04-05,Passagierverkehr,13208,0.975,140
2022-04-05,Fracht Cargo,0,,
2022-04-04,Fracht Cargo,0,71.333,2
2022-04-02,Fracht Cargo,0,125.377,4
2022-04-01,Fracht Express,0,162.716,13
2022-04-01,Fracht Cargo,0,91.359,2
2022-04-01,Andere Kategorien,8,,12
2022-05-29,Passagierverkehr,26366,0.025,203
2022-05-29,Fracht Cargo,0,,
2022-05-26,Andere Kategorien,0,,49
2022-05-24,Fracht Express,0,202.875,18
2022-05-23,Fracht Cargo,0,63.942,2
2022-05-22,Fracht Cargo,0,,
2022-05-22,Andere Kategorien,7,,43
2022-05-21,Fracht Express,0,29.541,2
2022-05-21,Fracht Cargo,0,102.735,4
2022-05-20,Fracht Express,0,150.846,13
2022-05-20,Fracht Cargo,0,63.536,2
2022-05-19,Passagierverkehr,21116,1.34,189
2022-05-18,Fracht Express,0,206.008,20
2022-05-18,Fracht Cargo,0,32.799,5
2022-05-17,Fracht Cargo,0,,
2022-05-16,Fracht Express,0,200.251,15
2022-05-16,Fracht Cargo,0,67.373,2
2022-05-15,Fracht Express,0,,
2022-05-15,Fracht Cargo,0,,
2022-05-14,Passagierverkehr,22029,0.486,180
2022-05-13,Fracht Express,0,156.739,13
2022-05-12,Passagierverkehr,20633,0.375,191
2022-05-12,Fracht Express,0,214.009,18
2022-05-12,Fracht Cargo,0,,
2022-05-12,Andere Kategorien,9,,83
2022-05-11,Fracht Cargo,0,111.589,4
2022-05-10,Fracht Cargo,0,,
2022-05-09,Passagierverkehr,18742,0.353,164
2022-05-08,Passagierverkehr,24249,0.452,201
2022-05-08,Andere Kategorien,13,,31
2022-05-06,Passagierverkehr,21779,1.03,187
2022-05-06,Fracht Express,0,146.641,13
2022-05-05,Passagierverkehr,20093,2.634,200
2022-05-05,Andere Kategorien,20,,16
2022-05-03,Fracht Express,0,186.794,17
2022-05-03,Andere Kategorien,3,,56
2022-05-02,Fracht Express,0,169.943,15
2022-05-02,Andere Kategorien,9,,85
2022-05-01,Andere Kategorien,0,,34
2022-06-28,Fracht Express,0,197.051,18
2022-06-28,Fracht Cargo,0,,
2022-06-28,Andere Kategorien,7,,42
2022-06-27,Passagierverkehr,21174,0.684,176
2022-06-27,Fracht Express,0,193.776,16
2022-06-26,Passagierverkehr,26265,4.113,207
2022-06-26,Fracht Cargo,0,,
2022-06-25,Passagierverkehr,21329,1.607,160
2022-06-25,Andere Kategorien,10,,86
2022-06-24,Fracht Express,0,156.4,14
2022-06-24,Fracht Cargo,0,58.841,2
2022-06-24,Andere Kategorien,25,,57
2022-06-22,Fracht Express,0,211.02,18
2022-06-21,Passagierverkehr,21803,2.362,191
2022-06-20,Fracht Cargo,0,60.284,2
2022-06-19,Passagierverkehr,28914,1.391,229
2022-06-19,Fracht Cargo,0,,
2022-06-18,Fracht Express,0,33.063,2
2022-06-18,Andere Kategorien,15,,79
2022-06-17,Fracht Express,0,147.366,14
2022-06-15,Passagierverkehr,20194,11.065,256
2022-06-15,Fracht Express,0,214.375,18
2022-06-15,Fracht Cargo,0,95.469,4
2022-06-14,Passagierverkehr,21451,1.217,298
2022-06-14,Andere Kategorien,24,,62
2022-06-12,Passagierverkehr,28055,0.694,233
2022-06-11,Fracht Cargo,0,108.429,4
2022-06-11,Andere Kategorien,13,,43
2022-06-10,Passagierverkehr,24130,0.768,202
2022-06-10,Fracht Express,0,159.567,14
2022-06-10,Fracht Cargo,0,75.026,2
2022-06-10,Andere Kategorien,8,,74
2022-06-09,Fracht Cargo,0,,
2022-06-09,Andere Kategorien,7,,39
2022-06-08,Fracht Cargo,0,109.414,4
2022-06-08,Andere Kategorien,8,,40
2022-06-07,Andere Kategorien,17,,51
2022-06-05,Passagierverkehr,27606,1.714,198
2022-06-05,Andere Kategorien,8,,15
2022-06-04,Passagierverkehr,22514,1.996,172
2022-06-04,Fracht Express,0,42.287,2
2022-06-04,Andere Kategorien,16,,121
2022-06-02,Andere Kategorien,11,,31
2022-06-01,Passagierverkehr,18776,0.197,173
2022-06-01,Fracht Express,0,203.873,18
2022-06-01,Andere Kategorien,13,,86
2022-07-31,Fracht Cargo,0,,
2022-07-30,Fracht Express,0,31.652,2
2022-07-30,Fracht Cargo,0,80.913,4
2022-07-29,Passagierverkehr,26752,1.916,203
2022-07-29,Andere Kategorien,2,,55
2022-07-28,Andere Kategorien,10,,97
2022-07-27,Passagierverkehr,24077,1.109,180
2022-07-27,Fracht Express,0,217.161,19
2022-07-27,Fracht Cargo,0,93.908,4
2022-07-27,Andere Kategorien,17,,85
2022-07-26,Fracht Express,0,158.346,19
2022-07-24,Fracht Express,0,,
2022-07-23,Fracht Cargo,0,88.751,4
2022-07-20,Passagierverkehr,22358,1.736,174
2022-07-20,Andere Kategorien,17,,48
2022-07-19,Passagierverkehr,24109,2.538,196
2022-07-18,Andere Kategorien,0,,71
2022-07-17,Passagierverkehr,27634,1.631,205
2022-07-17,Fracht Cargo,0,,
2022-07-16,Fracht Cargo,0,91.394,4
2022-07-15,Passagierverkehr,24661,0.411,199
2022-07-15,Fracht Cargo,0,66.095,2
2022-07-14,Fracht Express,0,198.287,18
2022-07-14,Fracht Cargo,0,,
2022-07-11,Fracht Cargo,0,26.112,2
2022-07-11,Andere Kategorien,16,,45
2022-07-10,Passagierverkehr,26501,0.331,200
2022-07-08,Fracht Express,0,147.387,11
2022-07-08,Fracht Cargo,0,53.921,2
2022-07-08,Andere Kategorien,24,,98
2022-07-07,Fracht Express,0,211.343,18
2022-07-06,Andere Kategorien,7,,53
2022-07-04,Passagierverkehr,21747,2.279,175
2022-07-04,Andere Kategorien,8,,39
2022-07-03,Passagierverkehr,26046,0.15,189
2022-07-03,Andere Kategorien,0,,68
2022-07-02,Fracht Cargo,0,113.834,4
2022-08-30,Fracht Express,0,174.515,18
2022-08-28,Fracht Express,0,,
2022-08-28,Andere Kategorien,37,,9
2022-08-26,Passagierverkehr,23932,4.232,213
2022-08-25,Fracht Cargo,0,,
2022-08-24,Passagierverkehr,21842,2.366,204
2022-08-24,Fracht Express,0,187.658,18
2022-08-24,Fracht Cargo,0,101.41,5
2022-08-24,Andere Kategorien,11,,67
2022-08-23,Andere Kategorien,17,,42
2022-08-22,Fracht Cargo,0,59.25,2
2022-08-21,Passagierverkehr,27345,0.2,216
2022-08-21,Fracht Cargo,0,,
2022-08-21,Andere Kategorien,4,,38
2022-08-20,Passagierverkehr,27919,1.043,229
2022-08-20,Fracht Cargo,0,120.311,4
2022-08-19,Passagierverkehr,25728,0.298,200
2022-08-19,Fracht Express,0,156.677,11
2022-08-17,Passagierverkehr,23200,1.917,197
2022-08-17,Fracht Express,0,185.051,18
2022-08-17,Fracht Cargo,0,110.981,4
2022-08-16,Fracht Express,0,156.461,18
2022-08-16,Andere Kategorien,20,,60
2022-08-15,Fracht Express,0,137.344,13
2022-08-15,Fracht Cargo,0,66.384,2
2022-08-15,Andere Kategorien,7,,45
2022-08-14,Fracht Express,0,,
2022-08-13,Fracht Cargo,0,85.28,4
2022-08-12,Passagierverkehr,27428,2.348,221
2022-08-11,Passagierverkehr,28785,3.71,208
2022-08-11,Fracht Cargo,0,,
2022-08-11,Andere Kategorien,12,,52
2022-08-10,Passagierverkehr,25198,3.633,221
2022-08-10,Fracht Express,0,173.865,18
2022-08-10,Andere Kategorien,0,,51
2022-08-09,Fracht Cargo,0,,
2022-08-09,Andere Kategorien,14,,41
2022-08-08,Fracht Cargo,0,69.489,2
2022-08-06,Passagierverkehr,30147,0.732,220
2022-08-06,Fracht Express,0,28.805,2
2022-08-06,Fracht Cargo,0,82.783,4
2022-08-04,Passagierverkehr,28735,3.041,216
2022-08-04,Fracht Express,0,173.484,18
2022-08-04,Andere Kategorien,7,,46
2022-08-03,Fracht Express,0,172.244,18
2022-08-01,Andere Kategorien,19,,35
2022-09-30,Passagierverkehr,25731,1.656,215
2022-09-29,Fracht Cargo,0,,
2022-09-29,Andere Kategorien,25,,25
2022-09-28,Andere Kategorien,7,,17
2022-09-27,Fracht Express,0,183.448,18
2022-09-26,Andere Kategorien,3,,21
2022-09-23,Fracht Cargo,0,,
2022-09-22,Andere Kategorien,7,,45
2022-09-21,Fracht Cargo,0,120.177,4
2022-09-21,Andere Kategorien,7,,63
2022-09-20,Passagierverkehr,21405,2.945,182
2022-09-20,Fracht Cargo,0,,
2022-09-18,Fracht Cargo,0,,
2022-09-16,Fracht Cargo,0,,
2022-09-15,Andere Kategorien,10,,11
2022-09-14,Passagierverkehr,20147,0.78,183
2022-09-13,Fracht Express,0,176.549,18
2022-09-13,Fracht Cargo,0,,
2022-09-13,Andere Kategorien,13,,85
2022-09-12,Passagierverkehr,23241,0.39,201
2022-09-12,Fracht Cargo,0,28.155,2
2022-09-11,Andere Kategorien,21,,70
2022-09-10,Passagierverkehr,26906,0.696,194
2022-09-10,Fracht Cargo,0,116.002,4
2022-09-10,Andere Kategorien,0,,29
2022-09-07,Fracht Express,0,200.241,18
2022-09-06,Fracht Express,0,170.031,18
2022-09-05,Passagierverkehr,23535,0.243,192
2022-09-05,Fracht Express,0,178.207,15
2022-09-05,Fracht Cargo,0,67.893,2
2022-09-05,Andere Kategorien,10,,31
2022-09-03,Passagierverkehr,26486,1.005,204
2022-09-03,Fracht Express,0,43.222,2
2022-09-03,Fracht Cargo,0,85.383,4
2022-09-02,Fracht Express,0,148.925,11
2022-09-02,Andere Kategorien,10,,121
2022-09-01,Fracht Express,0,192.547,18
2022-09-01,Fracht Cargo,0,,
2022-09-01,Andere Kategorien,12,,62
2022-10-31,Passagierverkehr,22559,0.754,176
2022-10-31,Fracht Cargo,0,54.912,2
2022-10-30,Passagierverkehr,24083,0.126,184
2022-10-30,Fracht Express,0,,
2022-10-30,Andere Kategorien,6,,61
2022-10-29,Passagierverkehr,25765,4.423,189
2022-10-29,Fracht Express,0,35.16,2
2022-10-28,Passagierverkehr,24035,0.936,189
2022-10-26,Passagierverkehr,19391,0.571,177
2022-10-26,Fracht Cargo,0,107.247,6
2022-10-26,Andere Kategorien,14,,100
2022-10-25,Fracht Express,0,200.473,18
2022-10-24,Andere Kategorien,0,,1
2022-10-23,Andere Kategorien,2,,59
2022-10-22,Passagierverkehr,26314,2.194,183
2022-10-22,Fracht Express,0,43.758,2
2022-10-22,Fracht Cargo,0,62.9,4
2022-10-21,Andere Kategorien,5,,39
2022-10-20,Andere Kategorien,3,,58
2022-10-19,Passagierverkehr,19487,0.196,176
2022-10-19,Andere Kategorien,7,,48
2022-10-18,Fracht Cargo,0,,
2022-10-17,Fracht Express,0,177.116,13
2022-10-16,Fracht Cargo,0,,
2022-10-14,Fracht Express,0,153.514,11
2022-10-14,Andere Kategorien,8,,92
2022-10-13,Passagierverkehr,25757,0.77,188
2022-10-13,Fracht Express,0,208.438,18
2022-10-11,Fracht Express,0,194.758,18
2022-10-10,Passagierverkehr,24260,0.438,196
2022-10-10,Fracht Express,0,170.335,15
2022-10-10,Andere Kategorien,6,,57
2022-10-09,Fracht Cargo,0,,
2022-10-09,Andere Kategorien,15,,49
2022-10-08,Andere Kategorien,16,,42
2022-10-07,Passagierverkehr,25154,2.044,201
2022-10-05,Fracht Express,0,211.616,18
2022-10-05,Fracht Cargo,0,110.17,4
2022-10-04,Fracht Express,0,192.931,18
2022-10-04,Fracht Cargo,0,,
2022-10-03,Fracht Express,0,170.309,15
2022-10-03,Fracht Cargo,0,58.177,2
2022-10-02,Fracht Express,0,,
2022-10-02,Fracht Cargo,0,,
2022-10-01,Fracht Express,0,35.63,2
2022-11-30,Fracht Cargo,0,20.523,2
2022-11-29,Passagierverkehr,11449,0.991,106
2022-11-28,Passagierverkehr,14636,0.844,122
2022-11-27,Fracht Express,0,,
2022-11-27,Fracht Cargo,0,,
2022-11-26,Passagierverkehr,15070,1.486,123
2022-11-26,Fracht Express,0,50.301,2
2022-11-25,Passagierverkehr,18353,1.043,147
2022-11-25,Fracht Cargo,0,36.957,2
2022-11-25,Andere Kategorien,4,,56
2022-11-22,Andere Kategorien,6,,40
2022-11-21,Fracht Express,0,196.368,15
2022-11-20,Fracht Express,0,,
2022-11-20,Fracht Cargo,0,,
2022-11-19,Fracht Cargo,0,82.633,4
2022-11-19,Andere Kategorien,3,,85
2022-11-17,Passagierverkehr,13098,1.117,122
2022-11-17,Fracht Express,0,231.217,20
2022-11-16,Passagierverkehr,10281,1.916,105
2022-11-16,Fracht Cargo,0,25.941,2
2022-11-16,Andere Kategorien,8,,50
2022-11-15,Passagierverkehr,11485,4.372,118
2022-11-15,Fracht Express,0,212.364,18
2022-11-15,Fracht Cargo,0,,
2022-11-14,Passagierverkehr,14440,0.547,124
2022-11-14,Andere Kategorien,13,,60
2022-11-13,Passagierverkehr,20746,0.756,160
2022-11-13,Andere Kategorien,0,,34
2022-11-12,Fracht Express,0,24.952,2
2022-11-12,Fracht Cargo,0,96.731,4
2022-11-11,Passagierverkehr,18656,3.212,145
2022-11-11,Andere Kategorien,21,,93
2022-11-10,Fracht Express,0,210.638,18
2022-11-10,Andere Kategorien,9,,58
2022-11-09,Fracht Express,0,218.763,20
2022-11-09,Fracht Cargo,0,30.917,6
2022-11-07,Passagierverkehr,16895,2.103,145
2022-11-07,Fracht Cargo,0,50.018,2
2022-11-07,Andere Kategorien,15,,93
2022-11-06,Fracht Cargo,0,,
2022-11-05,Andere Kategorien,4,,47
2022-11-04,Fracht Express,0,146.156,11
2022-11-04,Andere Kategorien,1,,106
2022-11-03,Fracht Express,0,202.294,18
2022-11-03,Fracht Cargo,0,73.475,2
2022-11-02,Fracht Express,0,180.966,18
2022-11-02,Fracht Cargo,0,13.359,2
2022-11-01,Passagierverkehr,18652,1.172,148
2022-11-01,Fracht Cargo,0,,
