datum,jahr,monat,frosttag,eistag,sommertag,hitzetag,sonnenlos,regen1,regen2,regen3,schneefall,schneedecke,reif,nebel,gewitter1,gewitter2,hagel,hell,trueb,wind1,wind2,heiztage
1968-05,1968,Mai,0,0,0,0,3,20,18,16,0,0,0,1,7,4.0,3,2,15,,,
1967-12,1967,Dezember,23,8,0,0,16,20,13,10,10,13,8,7,0,0.0,0,2,22,,,
1967-10,1967,Oktober,1,0,1,0,0,13,9,8,0,0,1,7,0,0.0,0,4,5,,,
1966-10,1966,Oktober,1,0,3,0,9,21,12,11,0,0,1,4,1,1.0,0,2,16,,,
1966-07,1966,Juli,0,0,5,2,2,19,11,11,0,0,0,0,6,3.0,0,4,13,,,
1966-06,1966,Juni,0,0,13,1,0,17,13,9,0,0,0,0,6,3.0,0,5,7,,,
1966-05,1966,Mai,0,0,9,0,1,20,12,8,0,0,0,0,6,3.0,2,5,9,,,
1966-04,1966,April,0,0,0,0,4,22,17,15,0,0,1,2,2,0.0,0,1,15,,,
1966-01,1966,Januar,20,12,0,0,12,24,13,11,6,13,8,6,0,0.0,0,4,18,,,
1965-05,1965,Mai,0,0,3,0,4,22,20,15,0,0,0,0,6,3.0,0,4,17,,,
1965-03,1965,März,13,2,0,0,4,18,14,12,6,13,2,2,0,0.0,0,6,19,,,
1965-02,1965,Februar,27,2,0,0,6,19,8,5,12,10,7,1,1,1.0,0,4,11,,,
1965-01,1965,Januar,23,0,0,0,11,25,18,14,11,11,8,6,0,0.0,0,0,18,,,
1964-09,1964,September,0,0,10,1,3,15,12,7,0,0,0,2,3,0.0,0,8,8,,,
1964-07,1964,Juli,0,0,23,14,0,8,7,6,0,0,0,1,2,2.0,1,18,1,,,
1964-05,1964,Mai,0,0,8,0,3,16,12,10,0,0,0,0,8,2.0,0,4,10,,,
1964-04,1964,April,0,0,1,0,3,17,11,8,0,0,0,5,0,0.0,0,2,19,,,
1963-12,1963,Dezember,26,13,0,0,16,7,5,3,5,10,9,6,0,0.0,0,3,15,,,
1963-11,1963,November,0,0,0,0,6,17,17,15,0,0,1,5,0,0.0,0,0,12,,,
1963-10,1963,Oktober,2,0,0,0,6,6,6,4,0,0,2,12,0,0.0,0,1,11,,,
1963-08,1963,August,0,0,9,2,0,23,22,20,0,0,0,0,6,4.0,0,3,15,,,
1963-06,1963,Juni,0,0,8,2,2,20,20,16,0,0,0,0,11,5.0,1,2,12,,,
1963-04,1963,April,2,0,0,0,4,12,11,8,0,0,2,1,0,0.0,0,1,15,,,
1963-02,1963,Februar,26,11,0,0,9,10,9,7,9,28,4,4,0,0.0,0,6,15,,,
1962-12,1962,Dezember,23,12,0,0,13,16,16,9,10,19,9,2,0,0.0,0,7,20,,,
1962-08,1962,August,0,0,21,8,0,10,7,5,0,0,0,1,6,2.0,0,11,4,,,
1962-07,1962,Juli,0,0,11,5,1,12,12,11,0,0,0,1,7,3.0,0,5,8,,,
1962-06,1962,Juni,0,0,11,3,1,7,7,6,0,0,0,0,4,3.0,0,11,4,,,
1962-05,1962,Mai,1,0,2,0,1,20,20,15,0,0,0,1,1,0.0,1,2,12,,,
1962-03,1962,März,20,0,0,0,7,16,16,14,4,5,10,0,0,0.0,0,7,15,,,
1961-11,1961,November,8,0,0,0,10,11,10,8,3,1,4,6,1,1.0,0,1,16,,,
1961-10,1961,Oktober,0,0,0,0,9,13,12,11,0,0,0,8,0,0.0,0,2,12,,,
1961-09,1961,September,0,0,19,4,0,9,9,8,0,0,0,5,3,1.0,0,6,5,,,
1961-06,1961,Juni,0,0,12,4,3,12,10,10,0,0,0,1,6,4.0,1,7,11,,,
1961-05,1961,Mai,0,0,3,0,3,19,17,15,0,0,0,0,5,3.0,2,0,14,,,
1961-03,1961,März,6,0,0,0,2,7,5,4,2,0,7,0,0,0.0,0,8,6,,,
1961-01,1961,Januar,17,3,0,0,12,18,17,15,5,2,13,7,1,1.0,0,1,19,,,
1960-08,1960,August,0,0,10,4,0,19,17,14,0,0,0,0,9,3.0,1,2,11,,,
1960-02,1960,Februar,15,2,0,0,5,17,17,11,6,4,6,5,0,0.0,0,3,18,,,
1959-03,1959,März,2,0,0,0,5,16,15,10,1,0,0,7,0,0.0,0,2,15,,,
1959-02,1959,Februar,22,0,0,0,4,3,3,3,0,0,17,13,0,0.0,0,7,9,,,
1959-01,1959,Januar,25,3,0,0,8,17,17,13,11,11,9,4,0,0.0,0,1,15,,,
1958-07,1958,Juli,0,0,16,6,0,14,13,12,0,0,0,1,4,4.0,0,3,11,,,
1958-05,1958,Mai,0,0,7,1,1,11,10,8,0,0,0,0,3,1.0,0,5,12,,,
1958-03,1958,März,21,0,0,0,4,11,10,7,8,4,7,2,1,0.0,0,5,13,,,
1958-02,1958,Februar,14,1,0,0,9,17,15,12,5,8,4,0,0,0.0,0,3,18,,,
1957-11,1957,November,6,0,0,0,19,7,7,7,0,0,2,7,0,0.0,0,2,18,,,
1957-08,1957,August,0,0,10,2,1,16,13,12,0,0,0,2,4,2.0,0,5,9,,,
1957-04,1957,April,5,0,0,0,4,11,10,8,2,0,2,2,2,1.0,0,3,12,,,
1957-02,1957,Februar,6,0,0,0,6,16,16,14,3,3,2,1,0,0.0,0,1,15,,,
1956-12,1956,Dezember,17,5,0,0,15,11,11,6,8,9,5,6,0,0.0,0,2,13,,,
1956-11,1956,November,15,3,0,0,13,11,10,5,3,0,3,5,0,0.0,0,1,22,,,
1956-10,1956,Oktober,2,0,1,0,10,15,15,15,4,0,1,12,0,0.0,0,2,16,,,
1956-06,1956,Juni,0,0,4,0,2,13,11,8,0,0,0,0,4,4.0,0,1,14,,,
1956-03,1956,März,12,0,0,0,5,5,5,2,0,0,6,2,1,0.0,0,4,9,,,
1955-12,1955,Dezember,8,0,0,0,13,21,21,17,1,0,3,6,2,1.0,0,2,17,,,
1955-10,1955,Oktober,5,0,0,0,6,12,11,6,0,0,4,11,0,0.0,0,3,9,,,
1955-08,1955,August,0,0,17,0,0,13,13,13,0,0,0,6,12,9.0,0,3,6,,,
1955-07,1955,Juli,0,0,16,3,0,16,14,12,0,0,0,1,10,9.0,0,3,14,,,
1955-06,1955,Juni,0,0,10,1,1,15,15,13,0,0,0,2,10,3.0,3,2,8,,,
1955-05,1955,Mai,0,0,5,0,2,14,12,12,0,0,0,0,2,1.0,0,5,10,,,
1955-02,1955,Februar,16,1,0,0,10,18,17,15,8,9,5,5,0,0.0,0,0,17,,,
1955-01,1955,Januar,24,6,0,0,13,16,15,9,5,5,6,7,0,0.0,0,4,17,,,
1954-12,1954,Dezember,7,0,0,0,10,18,13,10,4,1,2,10,0,0.0,0,1,18,,,
1954-11,1954,November,5,0,0,0,9,13,11,8,0,0,5,3,0,0.0,0,4,16,,,
1954-10,1954,Oktober,0,0,0,0,4,10,8,6,0,0,0,8,0,0.0,0,4,6,,,
1954-09,1954,September,0,0,9,1,0,20,18,16,0,0,0,1,3,3.0,0,2,11,,,
1954-08,1954,August,0,0,8,5,2,19,15,11,0,0,0,3,3,3.0,2,3,11,,,
1954-07,1954,Juli,0,0,8,1,2,14,12,8,0,0,0,1,3,2.0,1,3,12,,,
1954-04,1954,April,5,0,0,0,9,12,10,9,7,2,1,2,2,1.0,0,3,14,,,
1954-02,1954,Februar,22,7,0,0,9,10,7,6,5,10,7,3,0,0.0,0,3,13,,,
1953-12,1953,Dezember,11,1,0,0,16,9,8,6,1,0,3,8,0,0.0,0,2,18,,,
1953-09,1953,September,0,0,7,2,4,12,11,10,0,0,0,0,3,2.0,1,8,10,,,
1953-08,1953,August,0,0,17,6,0,8,7,3,0,0,0,0,2,1.0,0,10,4,,,
1953-02,1953,Februar,21,0,0,0,11,10,8,5,9,10,6,5,0,0.0,0,3,18,,,
1952-03,1952,März,4,0,0,0,5,16,16,13,4,3,3,6,0,0.0,0,1,19,,,
1951-12,1951,Dezember,22,0,0,0,9,14,14,10,2,0,19,7,0,0.0,0,7,8,,,
1951-10,1951,Oktober,1,0,0,0,8,7,6,5,0,0,6,14,0,0.0,0,5,15,,,
1951-09,1951,September,0,0,6,1,4,11,11,9,0,0,0,9,1,1.0,0,3,12,,,
1951-07,1951,Juli,0,0,18,4,1,9,9,9,0,0,0,2,8,8.0,3,8,7,,,
1951-05,1951,Mai,0,0,3,1,6,18,17,13,0,0,0,1,4,2.0,0,2,16,,,
1951-02,1951,Februar,5,0,0,0,8,14,14,11,4,0,4,4,0,0.0,0,0,13,,,
1950-12,1950,Dezember,27,16,0,0,19,15,15,8,12,20,5,6,0,0.0,0,1,21,,,
1950-11,1950,November,2,0,0,0,14,22,21,19,2,0,2,2,0,0.0,0,1,20,,,
1950-10,1950,Oktober,4,0,0,0,7,7,6,6,1,0,3,14,0,0.0,0,5,12,,,
1950-09,1950,September,0,0,5,0,5,18,18,12,0,0,0,2,5,2.0,0,1,15,,,
1950-06,1950,Juni,0,0,20,1,0,7,7,5,0,0,0,0,8,4.0,0,12,4,,,
1950-05,1950,Mai,0,0,6,0,2,15,15,13,0,0,0,2,10,8.0,0,7,13,,,
1950-03,1950,März,10,0,0,0,2,10,6,3,1,4,5,3,0,0.0,0,6,10,,,
1949-12,1949,Dezember,15,0,0,0,14,16,16,11,5,3,0,7,0,0.0,0,1,20,,,
1949-05,1949,Mai,1,0,2,0,7,18,15,14,0,0,1,0,3,3.0,2,0,20,,,
1949-04,1949,April,1,0,8,0,4,12,12,10,2,0,0,1,4,3.0,0,7,11,,,
1949-01,1949,Januar,24,1,0,0,10,15,13,11,6,1,0,6,0,0.0,0,3,13,,,
1948-07,1948,Juli,0,0,11,7,3,20,20,17,0,0,0,0,5,1.0,0,3,15,,,
1948-05,1948,Mai,0,0,6,0,3,15,13,11,0,0,0,3,12,5.0,2,5,14,,,
1948-03,1948,März,9,0,0,0,3,4,4,2,0,0,9,2,0,0.0,0,14,4,,,
1948-02,1948,Februar,13,6,0,0,8,9,7,6,1,7,0,0,0,0.0,0,5,14,,,
1947-10,1947,Oktober,5,0,3,0,6,8,7,6,0,0,0,10,0,0.0,0,12,12,,,
1947-09,1947,September,0,0,21,10,3,6,4,4,0,0,0,0,1,0.0,0,15,5,,,
1947-08,1947,August,0,0,27,12,1,8,8,6,0,0,0,0,7,4.0,0,16,3,,,
1947-06,1947,Juni,0,0,17,10,0,9,9,9,0,0,0,0,7,3.0,0,10,8,,,
1946-09,1946,September,0,0,8,0,1,10,9,8,0,0,0,5,4,3.0,0,6,7,,,
1946-07,1946,Juli,0,0,21,9,3,10,9,9,0,0,0,0,1,1.0,0,10,8,,,
1946-06,1946,Juni,0,0,8,2,5,17,17,16,0,0,0,0,3,1.0,1,2,14,,,
1946-04,1946,April,2,0,0,0,4,9,9,5,0,0,0,1,3,2.0,3,11,7,,,
1946-02,1946,Februar,6,0,0,0,13,17,15,12,5,2,0,3,1,1.0,0,1,19,,,
1946-01,1946,Januar,26,12,0,0,6,9,7,6,4,1,0,2,0,0.0,0,7,12,,,
1945-06,1945,Juni,0,0,19,10,0,12,12,11,0,0,0,0,10,6.0,0,6,3,,,
1944-11,1944,November,4,0,0,0,10,19,18,17,5,0,0,4,0,0.0,0,0,23,,,
1944-09,1944,September,0,0,4,0,6,15,15,12,0,0,0,9,2,1.0,0,2,11,,,
1944-08,1944,August,0,0,27,13,1,8,8,6,0,0,0,8,15,5.0,0,6,3,,,
1944-06,1944,Juni,0,0,6,1,0,13,13,12,0,0,0,3,6,3.0,0,2,13,,,
1944-02,1944,Februar,26,9,0,0,12,16,15,12,13,18,0,2,1,1.0,0,3,22,,,
1943-11,1943,November,15,1,0,0,11,15,14,10,3,0,5,10,0,0.0,0,1,22,,,
1943-10,1943,Oktober,0,0,0,0,7,4,3,1,0,0,0,13,0,0.0,0,2,11,,,
1943-09,1943,September,0,0,10,1,5,19,19,17,0,0,0,7,4,4.0,0,2,13,,,
1943-06,1943,Juni,0,0,6,0,1,12,12,11,0,0,0,0,3,2.0,0,3,9,,,
1943-05,1943,Mai,0,0,11,0,4,14,12,10,0,0,0,1,2,2.0,0,8,8,,,
1943-03,1943,März,12,0,0,0,1,10,10,5,0,0,11,4,3,1.0,0,6,9,,,
1943-02,1943,Februar,14,0,0,0,4,12,11,8,6,0,11,1,1,1.0,0,8,11,,,
1943-01,1943,Januar,20,4,0,0,9,18,15,12,9,7,3,2,0,0.0,0,1,19,,,
1942-11,1942,November,10,1,0,0,10,13,13,10,5,2,5,4,0,0.0,0,2,20,,,
1942-10,1942,Oktober,0,0,5,0,5,14,10,6,0,0,0,10,0,0.0,0,2,12,,,
1942-02,1942,Februar,28,11,0,0,16,9,7,6,8,28,0,6,1,1.0,0,0,19,,,
1941-04,1941,April,4,0,0,0,9,13,13,12,1,0,3,0,0,0.0,1,2,14,,,
1941-01,1941,Januar,23,17,0,0,17,20,17,14,12,25,7,3,0,0.0,0,5,19,,,
1940-05,1940,Mai,0,0,2,0,3,15,15,9,0,0,0,0,7,2.0,0,3,13,1,,
1939-04,1939,April,0,0,0,0,7,19,14,13,0,0,0,0,3,2.0,0,4,19,1,,
1939-03,1939,März,14,0,0,0,4,20,19,13,13,8,4,0,0,0.0,2,1,17,2,,
1939-01,1939,Januar,9,0,0,0,7,17,14,11,2,0,0,0,0,0.0,0,1,19,0,,
1938-12,1938,Dezember,18,10,0,0,14,14,13,11,9,13,0,3,0,0.0,0,1,25,1,,
1938-11,1938,November,1,0,0,0,5,9,8,6,0,0,1,2,0,0.0,0,4,13,3,,
1938-04,1938,April,6,0,0,0,0,7,3,3,1,0,7,0,0,0.0,1,6,7,3,,
1938-02,1938,Februar,19,0,0,0,6,9,8,7,3,3,0,2,0,0.0,0,7,11,1,,
1937-12,1937,Dezember,18,4,0,0,14,10,10,7,5,2,0,2,0,0.0,4,3,21,1,,
1937-01,1937,Januar,12,0,0,0,6,15,13,12,0,0,10,5,0,0.0,0,5,12,3,,
1936-10,1936,Oktober,1,0,0,0,6,17,13,9,0,0,0,6,0,0.0,1,3,17,7,,
1936-01,1936,Januar,2,0,0,0,13,25,21,18,0,0,0,0,0,0.0,0,0,20,8,,
1935-12,1935,Dezember,16,6,0,0,14,21,14,10,11,14,2,0,0,0.0,0,0,21,5,,
1935-10,1935,Oktober,0,0,0,0,15,23,20,16,0,0,0,2,0,0.0,0,0,25,2,,
1935-09,1935,September,0,0,3,0,0,13,11,8,0,0,0,1,2,0.0,0,6,5,4,,
1935-08,1935,August,0,0,12,3,5,15,13,11,0,0,0,0,4,0.0,0,7,11,1,,
1935-07,1935,Juli,0,0,21,5,0,7,7,4,0,0,0,0,5,3.0,0,8,4,9,,
1935-06,1935,Juni,0,0,15,4,0,10,9,9,0,0,0,1,4,2.0,0,6,6,4,,
1935-02,1935,Februar,10,4,0,0,8,18,15,12,3,1,1,0,0,0.0,0,2,16,14,,
1935-01,1935,Januar,21,11,0,0,12,18,12,12,13,15,3,1,0,0.0,0,2,23,3,,
1934-12,1934,Dezember,2,0,0,0,9,18,16,13,0,0,0,1,0,0.0,0,1,18,4,,
1934-10,1934,Oktober,0,0,0,0,4,13,12,10,0,0,0,8,1,1.0,0,1,14,4,,
1934-08,1934,August,0,0,8,0,2,17,15,12,0,0,0,0,4,4.0,0,3,11,1,,
1933-12,1933,Dezember,30,14,0,0,11,5,4,1,3,10,3,3,0,0.0,1,0,19,5,,
1933-11,1933,November,6,0,0,0,18,16,15,11,1,4,0,5,0,0.0,1,0,24,3,,
1933-08,1933,August,0,0,16,7,0,10,5,5,0,0,0,0,1,1.0,0,10,4,11,,
1933-06,1933,Juni,0,0,2,0,1,21,17,16,0,0,0,0,6,3.0,0,3,13,17,,
1933-04,1933,April,1,0,0,0,2,17,10,9,0,0,0,0,0,0.0,0,3,8,7,,
1933-03,1933,März,6,0,0,0,4,13,12,10,0,0,1,0,0,0.0,0,8,10,8,,
1933-01,1933,Januar,22,12,0,0,7,10,8,5,2,1,8,0,0,0.0,0,3,14,8,,
1932-12,1932,Dezember,22,1,0,0,12,6,6,4,2,3,14,8,0,0.0,0,2,15,11,,
1932-09,1932,September,0,0,5,0,4,18,14,11,0,0,0,8,8,5.0,1,2,13,7,,
1932-07,1932,Juli,0,0,9,0,2,19,16,16,0,0,0,0,5,2.0,0,3,13,10,,
1932-04,1932,April,2,0,0,0,2,16,14,9,2,0,2,0,1,1.0,1,0,15,11,,
1931-12,1931,Dezember,21,7,0,0,12,12,12,9,4,5,6,1,0,0.0,0,4,16,5,,
1931-11,1931,November,1,0,0,0,11,11,9,4,0,0,4,0,0,0.0,0,4,18,6,,
1931-10,1931,Oktober,2,0,0,0,5,9,9,6,1,1,13,3,0,0.0,0,8,11,4,,
1931-09,1931,September,0,0,0,0,3,10,10,8,0,0,2,0,1,1.0,1,1,12,4,,
1931-08,1931,August,0,0,7,0,3,23,22,16,0,0,0,0,7,5.0,0,1,11,6,,
1931-07,1931,Juli,0,0,10,0,1,20,17,13,0,0,0,0,9,6.0,0,3,13,18,,
1931-04,1931,April,1,0,0,0,3,15,12,11,0,0,1,0,0,0.0,0,5,13,13,,
1931-02,1931,Februar,15,4,0,0,9,20,15,10,11,9,8,0,0,0.0,2,1,17,0,,
1931-01,1931,Januar,12,7,0,0,9,17,17,16,9,4,8,5,0,0.0,0,2,17,6,,
1930-07,1930,Juli,0,0,8,1,2,21,21,18,0,0,0,0,6,5.0,0,2,11,20,,
1930-05,1930,Mai,0,0,1,0,5,22,21,17,0,0,0,0,3,3.0,0,0,14,9,,
1930-04,1930,April,0,0,0,0,6,17,16,15,1,1,1,0,2,2.0,0,3,14,8,,
1930-03,1930,März,3,0,0,0,7,16,13,11,2,0,9,0,1,1.0,0,2,14,6,,
1930-02,1930,Februar,16,0,0,0,7,14,10,8,3,5,9,0,0,0.0,0,4,12,6,,
1929-11,1929,November,8,0,0,0,7,19,16,10,1,0,9,6,0,0.0,0,2,12,10,,
1929-10,1929,Oktober,0,0,2,0,7,16,15,13,0,0,0,5,1,0.0,0,2,16,13,,
1929-09,1929,September,0,0,12,8,0,5,5,3,0,0,0,0,1,0.0,0,13,4,15,,
1929-08,1929,August,0,0,12,2,4,13,11,9,0,0,0,1,3,3.0,0,9,10,12,,
1929-06,1929,Juni,0,0,7,1,2,19,17,13,0,0,0,0,8,5.0,0,3,10,6,,
1929-04,1929,April,5,0,0,0,3,17,14,9,2,1,2,1,3,1.0,1,3,12,12,,
1929-02,1929,Februar,26,15,0,0,4,7,6,6,4,25,5,0,0,0.0,0,5,9,5,,
1929-01,1929,Januar,30,18,0,0,15,11,9,6,7,17,2,2,0,0.0,2,3,16,5,,
1928-11,1928,November,1,0,0,0,10,21,19,16,2,0,2,3,1,1.0,0,0,20,8,,
1928-10,1928,Oktober,1,0,0,0,4,14,14,10,0,0,3,3,0,0.0,0,0,9,5,,
1928-08,1928,August,0,0,15,0,0,16,15,13,0,0,0,5,9,7.0,0,5,7,0,,
1928-07,1928,Juli,0,0,27,6,0,6,6,6,0,0,0,0,7,4.0,0,11,1,4,,
1928-02,1928,Februar,16,0,0,0,5,14,11,9,2,0,16,4,0,0.0,1,7,9,6,,
1928-01,1928,Januar,10,1,0,0,11,22,14,10,2,0,9,5,0,0.0,1,1,15,5,,
1927-11,1927,November,5,0,0,0,11,14,9,6,5,1,5,4,0,0.0,0,2,18,3,,
1927-08,1927,August,0,0,7,0,3,20,17,16,0,0,0,2,7,6.0,0,3,10,6,,
1926-12,1926,Dezember,16,5,0,0,16,16,13,5,7,3,5,3,0,0.0,4,1,20,0,,
1926-09,1926,September,0,0,12,0,1,10,9,7,0,0,0,3,3,3.0,0,9,6,0,,
1926-06,1926,Juni,0,0,2,0,0,20,19,18,0,0,0,1,5,4.0,2,2,13,0,,
1926-04,1926,April,0,0,1,0,1,11,9,5,0,0,0,0,2,1.0,0,6,9,0,,
1925-12,1925,Dezember,14,7,0,0,7,23,20,16,6,11,3,1,1,1.0,2,2,18,4,,
1925-09,1925,September,0,0,0,0,3,18,18,14,0,0,0,2,1,0.0,0,0,12,0,,
1925-07,1925,Juli,0,0,12,1,2,17,16,15,0,0,0,0,5,4.0,2,1,7,0,,
1925-06,1925,Juni,0,0,10,0,0,10,10,7,0,0,0,0,3,1.0,0,7,10,0,,
1925-04,1925,April,0,0,0,0,6,21,17,14,0,0,0,0,1,1.0,1,1,18,0,,
1925-03,1925,März,15,0,0,0,8,16,15,11,10,7,3,0,0,0.0,2,2,21,0,,
1924-09,1924,September,0,0,3,0,1,13,11,8,0,0,0,0,2,1.0,0,3,10,1,,
1924-03,1924,März,15,0,0,0,4,10,10,8,3,0,9,1,0,0.0,0,8,10,0,,
1924-01,1924,Januar,25,9,0,0,6,9,8,8,4,9,4,4,0,0.0,0,3,8,0,,
1923-10,1923,Oktober,0,0,1,0,6,19,18,14,0,0,1,2,0,0.0,0,2,15,2,,
1923-06,1923,Juni,0,0,1,0,1,14,13,10,0,0,0,0,3,0.0,1,1,14,0,,
1923-05,1923,Mai,0,0,5,0,3,18,16,13,0,0,0,0,1,1.0,1,5,10,1,,
1923-02,1923,Februar,2,0,0,0,7,17,16,15,0,0,0,0,0,0.0,0,0,17,0,,
1922-08,1922,August,0,0,6,0,0,17,15,13,0,0,0,0,7,6.0,1,7,6,1,,
1922-07,1922,Juli,0,0,10,0,1,20,18,14,0,0,0,0,8,3.0,0,3,14,0,,
1922-04,1922,April,1,0,1,0,8,25,21,20,4,1,0,1,1,1.0,3,0,22,0,,
1922-02,1922,Februar,10,6,0,0,6,18,17,13,4,12,1,0,0,0.0,1,2,14,0,,
1921-09,1921,September,0,0,2,0,1,10,8,5,0,0,0,3,1,1.0,1,6,5,0,,
1921-07,1921,Juli,0,0,23,7,0,10,6,4,0,0,0,0,2,2.0,0,6,4,0,,
1921-01,1921,Januar,4,0,0,0,9,22,17,7,4,2,1,4,0,0.0,0,0,19,1,,
