datum,jahr,monat,frosttag,eistag,sommertag,hitzetag,sonnenlos,regen1,regen2,regen3,schneefall,schneedecke,reif,nebel,gewitter1,gewitter2,hagel,hell,trueb,wind1,wind2,heiztage
1997-12,1997,Dezember,14,2,0,0,14,19,19,15,5,10,6,3,0,0.0,0,1,23,2,0,
1997-11,1997,November,9,0,0,0,6,12,12,8,0,0,6,4,0,0.0,0,2,17,2,0,
1997-10,1997,Oktober,6,0,3,0,5,10,8,7,0,0,7,2,0,0.0,0,8,15,2,0,
1997-09,1997,September,0,0,9,1,0,7,6,5,0,0,1,6,2,2.0,0,7,4,1,0,
1997-08,1997,August,0,0,26,10,2,12,10,7,0,0,0,0,2,2.0,0,3,6,0,0,
1997-06,1997,Juni,0,0,9,2,1,19,16,15,0,0,0,0,5,5.0,0,0,20,2,0,
1997-04,1997,April,12,0,0,0,0,12,11,10,1,0,16,0,0,0.0,0,6,8,0,0,
1996-06,1996,Juni,0,0,14,5,1,9,9,8,0,0,0,0,1,1.0,0,8,10,1,0,
1995-12,1995,Dezember,23,6,0,0,18,17,17,14,7,14,6,7,2,2.0,0,1,24,15,0,
1995-10,1995,Oktober,0,0,3,0,1,7,5,5,0,0,0,8,1,1.0,0,3,11,0,0,
1995-09,1995,September,0,0,0,0,4,18,14,10,0,0,1,3,1,1.0,0,0,16,2,0,
1994-12,1994,Dezember,9,1,0,0,14,17,16,13,1,0,7,2,0,0.0,0,0,20,3,0,
1994-10,1994,Oktober,1,0,0,0,5,16,11,9,0,0,5,5,0,0.0,0,3,10,1,0,
1993-12,1993,Dezember,8,0,0,0,10,25,22,19,9,1,1,1,2,1.0,1,0,25,5,0,
1993-09,1993,September,0,0,2,0,6,20,18,17,0,0,0,4,1,1.0,0,0,20,4,0,
1993-02,1993,Februar,22,2,0,0,6,9,9,4,9,7,8,4,0,0.0,0,4,13,2,0,
1993-01,1993,Januar,11,4,0,0,7,10,9,6,1,0,10,2,0,0.0,0,2,12,5,0,
1992-12,1992,Dezember,12,4,0,0,14,12,12,9,0,0,12,1,0,0.0,0,3,15,2,0,
1992-11,1992,November,1,0,0,0,13,19,18,13,1,0,1,2,0,0.0,0,1,18,4,0,
1992-10,1992,Oktober,2,0,0,0,12,19,16,14,1,0,4,4,0,0.0,1,1,26,7,1,
1992-08,1992,August,0,0,23,13,2,13,11,6,0,0,0,0,3,3.0,0,2,6,5,0,
1992-03,1992,März,5,0,0,0,5,17,16,9,4,0,11,0,0,0.0,0,3,16,7,0,
1992-01,1992,Januar,24,4,0,0,11,4,4,4,4,11,12,4,0,0.0,0,6,14,2,0,
1991-12,1991,Dezember,23,6,0,0,12,8,7,5,1,0,14,3,1,1.0,0,5,14,8,1,
1991-10,1991,Oktober,2,0,0,0,6,11,9,7,1,0,3,5,0,0.0,0,3,14,1,0,
1991-06,1991,Juni,0,0,8,0,3,21,18,14,0,0,0,0,3,3.0,2,0,17,2,0,
1991-03,1991,März,4,0,0,0,9,10,9,8,0,0,7,4,0,0.0,1,4,16,1,0,
1990-05,1990,Mai,0,0,9,0,1,13,12,10,0,0,1,1,2,2.0,1,4,8,1,0,
1990-04,1990,April,1,0,0,0,8,18,18,12,2,0,1,0,1,1.0,0,2,19,2,0,
1989-11,1989,November,15,1,0,0,3,8,7,7,1,1,15,3,0,0.0,0,11,9,4,1,
1989-08,1989,August,0,0,20,4,0,12,10,10,0,0,0,0,4,4.0,0,7,6,2,1,
1989-07,1989,Juli,0,0,18,4,2,14,13,11,0,0,0,0,3,3.0,0,3,13,1,0,
1989-03,1989,März,2,0,1,0,4,10,9,7,0,0,6,0,1,1.0,1,4,10,5,0,
1989-01,1989,Januar,17,1,0,0,8,7,6,6,1,0,13,8,0,0.0,0,7,10,0,0,
1988-12,1988,Dezember,8,0,0,0,12,18,14,11,4,1,7,2,1,1.0,0,1,21,6,1,
1987-11,1987,November,2,0,0,0,11,18,12,12,0,0,4,6,0,0.0,1,1,16,4,0,
1987-09,1987,September,0,0,15,4,1,12,10,7,0,0,0,2,6,0.0,0,1,10,1,0,
1987-08,1987,August,0,0,11,3,1,14,10,7,0,0,0,0,5,3.0,0,3,9,3,0,
1987-06,1987,Juni,0,0,4,2,1,22,21,17,0,0,0,0,7,4.0,2,2,20,5,0,
1987-04,1987,April,4,0,3,0,2,12,10,8,1,0,7,2,2,0.0,1,8,11,1,3,
1987-01,1987,Januar,28,18,0,0,19,15,14,8,12,24,4,5,0,0.0,0,2,23,4,0,
1986-11,1986,November,4,0,0,0,6,11,9,7,0,0,5,4,0,0.0,0,5,11,3,2,
1986-08,1986,August,0,0,16,5,1,16,15,13,0,0,0,0,15,6.0,0,4,9,8,0,
1986-07,1986,Juli,0,0,17,5,0,11,7,6,0,0,0,1,6,2.0,0,5,8,2,0,
1986-06,1986,Juni,0,0,16,6,4,13,12,9,0,0,0,1,8,3.0,0,5,10,3,0,
1985-12,1985,Dezember,12,2,0,0,8,10,5,4,2,0,9,2,0,0.0,0,3,15,1,0,
1985-11,1985,November,21,8,0,0,16,19,16,12,10,12,5,0,2,0.0,0,2,23,3,0,
1985-10,1985,Oktober,2,0,4,1,3,4,2,2,0,0,5,6,0,0.0,0,6,6,1,0,
1985-09,1985,September,0,0,12,0,0,4,4,4,0,0,0,4,1,0.0,0,11,4,2,0,
1985-07,1985,Juli,0,0,20,5,0,9,8,7,0,0,0,0,6,2.0,0,7,8,3,0,
1985-06,1985,Juni,0,0,7,0,0,15,12,9,0,0,0,0,9,2.0,0,1,14,3,0,
1985-05,1985,Mai,1,0,3,0,5,16,14,13,0,0,1,2,7,3.0,1,2,18,4,0,
1985-03,1985,März,13,0,0,0,9,16,13,10,5,3,8,0,1,1.0,1,0,17,6,0,
1984-10,1984,Oktober,0,0,0,0,3,16,11,8,0,0,3,5,0,0.0,0,2,14,3,0,
1984-08,1984,August,0,0,17,1,4,10,9,7,0,0,0,2,1,1.0,0,6,12,1,0,
1984-07,1984,Juli,0,0,16,7,1,9,8,7,0,0,0,0,2,2.0,1,6,6,3,0,
1984-05,1984,Mai,1,0,0,0,5,20,18,15,0,0,3,4,3,3.0,0,0,24,0,0,
1984-04,1984,April,4,0,1,0,8,12,10,7,3,0,8,1,0,0.0,0,9,14,0,0,
1984-03,1984,März,24,0,0,0,2,11,9,6,3,5,17,2,0,0.0,0,12,12,5,0,
1984-01,1984,Januar,19,1,0,0,10,25,19,17,15,6,10,0,0,0.0,0,1,19,11,1,
1983-11,1983,November,13,1,0,0,7,8,7,5,1,0,7,12,0,0.0,0,2,12,3,0,
1983-09,1983,September,0,0,6,0,0,15,11,9,0,0,0,0,6,1.0,0,4,12,4,0,
1983-06,1983,Juni,0,0,12,2,0,17,11,9,0,0,0,0,11,4.0,0,0,11,0,0,
1982-12,1982,Dezember,10,0,0,0,16,20,16,14,5,1,6,2,1,1.0,0,3,21,5,0,
1982-10,1982,Oktober,0,0,0,0,8,17,16,14,0,0,1,5,1,1.0,1,0,18,2,0,
1982-09,1982,September,0,0,14,1,3,7,7,7,0,0,0,9,6,2.0,0,5,9,0,0,
1982-08,1982,August,0,0,14,1,0,18,16,13,0,0,0,1,10,4.0,0,2,14,0,0,
1982-05,1982,Mai,0,0,8,0,1,19,17,11,0,0,0,0,5,1.0,0,5,11,0,0,
1981-12,1981,Dezember,19,3,0,0,10,26,25,20,16,17,2,0,2,1.0,0,0,25,9,1,
1981-10,1981,Oktober,1,0,0,0,8,24,21,18,3,0,2,2,2,1.0,0,2,20,7,0,
1981-07,1981,Juli,0,0,10,2,5,18,16,14,0,0,0,0,7,4.0,1,4,17,1,0,
1981-06,1981,Juni,0,0,8,1,2,14,13,10,0,0,0,0,6,3.0,0,2,17,2,0,
1981-05,1981,Mai,0,0,6,0,3,21,17,14,1,0,0,0,6,1.0,0,1,17,2,0,
1981-01,1981,Januar,24,4,0,0,10,17,13,10,15,23,12,9,1,0.0,0,6,17,10,0,
1980-11,1980,November,17,1,0,0,13,13,10,8,5,7,7,6,0,0.0,0,0,19,0,0,
1980-09,1980,September,0,0,8,0,0,7,6,5,0,0,0,5,1,0.0,0,6,9,2,0,
1980-06,1980,Juni,0,0,5,0,1,20,16,14,0,0,0,2,9,4.0,1,0,17,3,1,
1980-05,1980,Mai,0,0,0,0,4,18,15,12,0,0,0,3,7,0.0,0,4,15,0,0,
1980-03,1980,März,4,0,0,0,6,17,16,15,5,1,7,4,0,0.0,0,2,21,2,0,
1979-08,1979,August,0,0,8,2,3,17,17,17,0,0,0,1,9,4.0,0,2,15,1,0,
1979-07,1979,Juli,0,0,13,3,0,7,6,6,0,0,0,1,7,3.0,0,2,10,2,0,
1979-04,1979,April,4,0,0,0,4,19,17,12,3,0,5,0,3,0.0,0,3,16,3,0,
1979-03,1979,März,3,0,0,0,8,25,21,14,2,0,4,3,1,0.0,0,0,22,6,0,
1979-01,1979,Januar,28,12,0,0,14,18,13,9,5,16,8,6,0,0.0,0,1,17,5,0,
1978-12,1978,Dezember,16,6,0,0,12,18,16,13,5,12,2,2,1,0.0,1,1,20,4,0,
1978-10,1978,Oktober,0,0,0,0,7,10,9,7,0,0,1,6,0,0.0,0,4,12,0,0,
1978-09,1978,September,0,0,4,0,2,10,8,8,0,0,1,1,0,0.0,1,4,10,2,0,
1978-07,1978,Juli,0,0,13,2,0,14,11,9,0,0,0,0,2,2.0,5,6,16,1,0,
1978-06,1978,Juni,0,0,8,0,1,17,15,11,0,0,0,0,2,2.0,8,1,12,0,0,
1978-04,1978,April,6,0,0,0,6,17,16,12,2,0,7,2,1,1.0,3,3,16,1,0,
1978-02,1978,Februar,18,6,0,0,11,19,17,14,10,17,1,2,0,0.0,0,0,18,2,0,
1977-09,1977,September,0,0,3,0,2,9,9,7,0,0,0,8,4,0.0,0,3,12,0,0,
1977-02,1977,Februar,6,0,0,0,5,20,19,16,2,3,3,3,0,0.0,0,0,17,5,0,
1977-01,1977,Januar,15,1,0,0,13,17,16,16,10,17,9,7,0,0.0,0,1,24,1,0,
1976-12,1976,Dezember,21,10,0,0,11,16,14,10,8,7,10,2,0,0.0,0,3,19,18,0,
1976-11,1976,November,3,0,0,0,10,16,15,11,1,0,7,1,1,1.0,0,0,18,15,0,
1976-08,1976,August,0,0,13,0,1,10,9,6,0,0,0,1,10,1.0,0,7,11,0,0,
1976-03,1976,März,13,0,0,0,3,9,9,6,2,0,17,1,0,0.0,0,10,10,0,0,
1976-02,1976,Februar,15,3,0,0,6,7,7,6,2,8,6,8,0,0.0,0,5,11,1,0,
1976-01,1976,Januar,15,4,0,0,10,17,13,8,5,7,6,3,0,0.0,0,2,16,6,0,
1975-12,1975,Dezember,22,6,0,0,13,5,3,3,3,13,10,3,0,0.0,0,5,15,0,0,
1975-05,1975,Mai,0,0,3,0,6,13,11,9,0,0,0,3,3,0.0,0,2,12,15,0,
1975-03,1975,März,10,1,0,0,11,17,16,15,8,5,6,2,0,0.0,0,1,22,11,0,
1974-07,1974,Juli,0,0,10,1,0,12,10,8,0,0,0,0,2,0.0,0,7,6,14,0,
1973-11,1973,November,10,1,0,0,5,13,11,9,3,2,5,6,0,0.0,0,1,10,3,0,
1973-05,1973,Mai,0,0,4,0,1,18,17,17,0,0,0,0,7,4.0,0,0,0,1,0,
1971-11,1971,November,7,1,0,0,12,15,13,10,3,3,6,5,0,0.0,0,0,20,,,
1971-06,1971,Juni,0,0,2,0,2,21,20,15,0,0,0,1,13,6.0,0,0,11,,,
1971-03,1971,März,16,5,0,0,7,15,13,10,8,9,7,2,0,0.0,0,2,17,,,
1971-01,1971,Januar,21,9,0,0,7,9,8,5,1,22,9,2,0,0.0,0,5,12,,,
1970-10,1970,Oktober,0,0,0,0,4,16,10,9,0,0,1,10,0,0.0,0,1,14,,,
1970-08,1970,August,0,0,15,3,3,19,14,13,0,0,0,2,9,3.0,0,2,10,,,
1970-05,1970,Mai,0,0,0,0,3,22,14,12,0,0,0,0,9,5.0,0,0,15,,,
1970-01,1970,Januar,21,4,0,0,16,16,12,8,3,6,10,7,0,0.0,0,2,17,,,
1969-12,1969,Dezember,27,18,0,0,15,20,11,11,9,16,3,2,0,0.0,0,0,21,,,
1969-07,1969,Juli,0,0,21,4,0,13,10,10,0,0,0,2,7,3.0,0,8,7,,,
1969-05,1969,Mai,0,0,7,2,2,20,14,10,0,0,0,0,8,2.0,0,2,10,,,
1969-04,1969,April,4,0,1,0,6,21,17,13,5,1,3,2,2,1.0,0,6,16,,,
1969-03,1969,März,11,0,0,0,9,19,13,12,5,2,8,3,0,0.0,0,2,17,,,
1969-01,1969,Januar,12,2,0,0,10,17,12,9,4,14,2,7,0,0.0,0,2,15,,,
1968-09,1968,September,0,0,2,0,2,21,16,14,0,0,0,4,3,0.0,0,2,9,,,
1968-01,1968,Januar,22,7,0,0,12,23,17,15,11,14,6,3,0,0.0,0,4,19,,,
1967-06,1967,Juni,0,0,8,3,3,16,9,7,0,0,0,0,6,3.0,2,7,10,,,
1967-04,1967,April,7,0,0,0,3,19,7,5,3,0,5,2,0,0.0,0,5,9,,,
1966-12,1966,Dezember,13,1,0,0,14,26,20,16,5,6,9,2,0,0.0,0,0,23,,,
1966-11,1966,November,12,1,0,0,14,21,14,12,8,5,5,4,0,0.0,0,0,24,,,
1966-08,1966,August,0,0,6,3,5,20,19,16,0,0,0,0,4,2.0,0,5,15,,,
1966-02,1966,Februar,2,0,0,0,8,23,13,8,0,0,1,2,0,0.0,0,2,14,,,
1965-07,1965,Juli,0,0,8,1,2,23,14,13,0,0,0,0,8,4.0,0,2,10,,,
1965-06,1965,Juni,0,0,15,2,2,21,12,11,0,0,0,0,4,4.0,0,2,10,,,
1964-12,1964,Dezember,22,3,0,0,12,16,8,6,8,14,6,2,0,0.0,0,3,18,,,
1964-11,1964,November,5,0,0,0,15,16,12,10,3,2,2,8,0,0.0,0,0,23,,,
1964-10,1964,Oktober,2,0,0,0,7,16,10,8,0,0,1,3,0,0.0,0,0,22,,,
1964-08,1964,August,0,0,15,6,1,15,10,9,0,0,0,2,4,4.0,0,9,6,,,
1964-06,1964,Juni,0,0,14,3,0,14,10,9,0,0,0,1,4,4.0,0,6,5,,,
1964-03,1964,März,12,2,0,0,13,25,17,16,6,8,2,7,0,0.0,0,1,22,,,
1964-01,1964,Januar,30,10,0,0,12,11,4,3,3,4,8,7,0,0.0,0,5,16,,,
1963-09,1963,September,0,0,5,0,3,10,9,9,0,0,0,7,1,0.0,0,2,12,,,
1963-07,1963,Juli,0,0,21,3,0,11,8,5,0,0,0,0,9,3.0,0,8,3,,,
1963-03,1963,März,10,0,0,0,6,16,15,13,0,7,0,0,1,0.0,0,7,14,,,
1963-01,1963,Januar,29,21,0,0,13,17,14,7,13,29,6,6,0,0.0,0,4,15,,,
1962-11,1962,November,17,0,0,0,9,8,7,5,6,4,7,9,0,0.0,0,0,15,,,
1962-10,1962,Oktober,2,0,3,0,4,6,4,3,0,0,2,15,0,0.0,0,5,8,,,
1962-01,1962,Januar,14,5,0,0,11,16,15,11,4,11,2,4,0,0.0,0,1,15,,,
1961-07,1961,Juli,0,0,11,4,1,10,10,10,0,0,0,1,4,1.0,0,6,10,,,
1960-12,1960,Dezember,25,6,0,0,16,15,14,8,6,4,1,3,0,0.0,0,1,22,,,
1960-11,1960,November,3,0,0,0,5,16,16,14,0,0,2,2,0,0.0,0,1,18,,,
1960-10,1960,Oktober,1,0,0,0,8,23,20,15,0,0,0,2,1,0.0,0,0,19,,,
1960-09,1960,September,0,0,2,0,5,14,11,9,0,0,0,9,1,0.0,0,4,15,,,
1960-07,1960,Juli,0,0,7,0,2,16,15,11,0,0,0,2,2,0.0,0,4,13,,,
1960-04,1960,April,1,0,0,0,2,12,11,9,2,0,0,0,1,0.0,0,3,13,,,
1959-08,1959,August,0,0,18,1,0,10,9,8,0,0,0,2,7,4.0,0,4,6,,,
1959-05,1959,Mai,0,0,7,0,2,10,10,6,0,0,0,2,5,0.0,0,1,9,,,
1959-04,1959,April,4,0,1,0,5,14,13,13,1,0,4,0,0,0.0,0,8,13,,,
1958-12,1958,Dezember,14,4,0,0,12,15,13,10,1,0,7,4,0,0.0,0,3,16,,,
1958-09,1958,September,0,0,11,2,1,9,9,6,0,0,0,4,3,1.0,0,5,7,,,
1958-08,1958,August,0,0,16,5,0,15,13,13,0,0,0,0,8,7.0,0,3,10,,,
1957-12,1957,Dezember,22,4,0,0,14,11,11,6,3,1,6,5,0,0.0,0,4,16,,,
1957-10,1957,Oktober,5,0,0,0,1,6,6,4,0,0,5,17,1,1.0,0,6,4,,,
1957-09,1957,September,0,0,4,0,1,13,13,11,0,0,0,3,1,0.0,0,2,10,,,
1957-06,1957,Juni,0,0,13,2,2,18,17,15,0,0,0,0,13,8.0,0,4,14,,,
1957-03,1957,März,5,0,0,0,3,11,9,7,0,0,4,2,0,0.0,0,8,13,,,
1956-09,1956,September,0,0,6,0,2,12,10,8,0,0,0,5,1,1.0,0,3,9,,,
1956-05,1956,Mai,0,0,7,1,3,15,14,14,0,0,0,2,8,7.0,1,8,10,,,
1956-04,1956,April,6,0,0,0,7,17,16,14,4,1,1,1,1,1.0,1,5,9,,,
1956-02,1956,Februar,29,24,0,0,10,16,12,6,15,28,10,2,0,0.0,0,2,9,,,
1955-11,1955,November,15,1,0,0,7,7,3,3,1,0,9,8,0,0.0,0,4,11,,,
1955-09,1955,September,0,0,6,0,2,10,8,8,0,0,0,6,2,0.0,0,3,12,,,
1955-04,1955,April,9,0,3,0,1,7,6,3,1,0,7,0,0,0.0,0,11,7,,,
1955-03,1955,März,23,0,0,0,5,10,9,9,5,4,9,2,0,0.0,0,4,9,,,
1954-06,1954,Juni,0,0,10,3,2,12,11,9,0,0,0,0,1,1.0,0,3,7,,,
1954-03,1954,März,11,0,0,0,4,9,9,7,1,0,5,4,0,0.0,0,4,7,,,
1953-10,1953,Oktober,1,0,0,0,10,11,9,7,0,0,0,16,0,0.0,0,2,12,,,
1953-06,1953,Juni,0,0,9,0,4,19,17,16,0,0,0,2,8,3.0,0,2,19,,,
1953-05,1953,Mai,2,0,12,6,0,8,8,6,1,0,2,0,4,2.0,0,6,7,,,
1953-04,1953,April,1,0,0,0,4,15,13,9,0,0,0,1,2,0.0,0,8,8,,,
1953-03,1953,März,19,0,0,0,1,3,2,2,1,1,15,3,0,0.0,0,13,4,,,
1952-12,1952,Dezember,18,5,0,0,21,18,17,15,6,3,5,3,1,1.0,0,1,20,,,
1952-11,1952,November,11,1,0,0,9,23,22,17,8,6,4,7,1,0.0,0,0,22,,,
1952-10,1952,Oktober,1,0,0,0,8,19,18,17,0,0,3,5,1,0.0,0,1,15,,,
1952-05,1952,Mai,0,0,3,0,0,11,11,11,0,0,2,0,6,3.0,0,5,7,,,
1951-11,1951,November,2,0,0,0,6,20,20,15,0,0,3,2,0,0.0,0,0,15,,,
1951-08,1951,August,0,0,12,2,3,14,13,13,0,0,0,1,6,5.0,0,3,13,,,
1951-01,1951,Januar,12,0,0,0,18,16,13,9,2,2,5,3,0,0.0,0,0,19,,,
1950-04,1950,April,3,0,0,0,6,17,17,13,3,0,0,2,2,1.0,0,3,16,,,
1949-09,1949,September,0,0,16,5,1,10,10,9,0,0,0,4,3,3.0,0,8,4,,,
1949-08,1949,August,0,0,22,9,1,11,11,8,0,0,0,0,4,1.0,0,9,3,,,
1949-06,1949,Juni,0,0,8,2,1,8,5,4,0,0,0,0,3,2.0,0,6,6,,,
1949-03,1949,März,15,2,0,0,3,13,13,6,6,5,4,2,1,0.0,0,8,10,,,
1949-02,1949,Februar,21,1,0,0,2,6,5,3,2,3,14,2,0,0.0,0,11,4,,,
1948-12,1948,Dezember,18,7,0,0,8,7,7,4,0,0,0,1,0,0.0,0,7,12,,,
1948-11,1948,November,10,0,0,0,7,7,7,6,0,0,0,16,0,0.0,0,3,13,,,
1948-10,1948,Oktober,0,0,2,0,7,8,7,6,0,0,0,9,0,0.0,0,4,14,,,
1948-08,1948,August,0,0,16,1,1,19,15,13,0,0,0,0,8,4.0,0,3,14,,,
1948-01,1948,Januar,9,0,0,0,12,19,15,13,4,0,2,2,0,0.0,0,1,21,,,
1947-12,1947,Dezember,16,2,0,0,17,23,21,14,10,10,1,1,0,0.0,0,0,23,,,
1947-11,1947,November,7,0,0,0,9,16,14,12,3,3,0,5,0,0.0,0,0,19,,,
1946-12,1946,Dezember,21,10,0,0,16,17,14,9,9,13,0,3,0,0.0,0,1,20,,,
1946-11,1946,November,5,0,0,0,7,14,12,7,1,0,0,4,0,0.0,0,1,14,,,
1946-10,1946,Oktober,1,0,1,0,4,11,7,7,0,0,0,12,2,2.0,0,1,9,,,
1946-03,1946,März,9,0,0,0,10,11,10,6,2,0,3,6,0,0.0,0,9,16,,,
1945-11,1945,November,13,0,0,0,10,8,6,6,3,0,0,8,0,0.0,0,4,14,,,
1945-08,1945,August,0,0,15,3,5,15,14,11,0,0,0,1,1,1.0,0,8,14,,,
1945-07,1945,Juli,0,0,23,11,0,8,8,7,0,0,0,0,6,4.0,0,11,4,,,
1945-05,1945,Mai,1,0,16,8,2,10,10,8,0,0,1,0,6,4.0,1,6,7,,,
1945-04,1945,April,3,0,2,0,1,15,14,9,0,0,0,0,5,3.0,0,8,9,,,
1944-07,1944,Juli,0,0,16,3,2,15,12,8,0,0,0,0,6,4.0,0,4,12,,,
1944-05,1944,Mai,2,0,6,4,2,7,7,1,0,0,2,1,4,2.0,0,7,9,,,
1944-04,1944,April,1,0,1,0,2,10,9,4,0,0,1,1,1,0.0,0,1,13,,,
1944-01,1944,Januar,14,1,0,0,10,11,11,9,2,0,0,5,0,0.0,0,2,14,,,
1943-08,1943,August,0,0,17,8,0,9,6,5,0,0,0,0,3,2.0,0,9,6,,,
1942-09,1942,September,0,0,16,5,2,11,11,10,0,0,0,4,6,4.0,0,8,10,,,
1942-07,1942,Juli,0,0,16,3,1,17,15,13,0,0,0,0,9,6.0,1,4,13,,,
1942-04,1942,April,1,0,0,0,1,11,10,10,0,0,3,0,2,0.0,0,7,10,,,
1941-12,1941,Dezember,20,1,0,0,11,8,7,6,4,4,6,3,0,0.0,0,2,22,,,
1941-09,1941,September,0,0,5,0,2,7,6,4,0,0,1,8,1,1.0,0,9,9,,,
1941-07,1941,Juli,0,0,21,6,0,10,9,8,0,0,0,0,3,3.0,0,6,6,,,
1941-06,1941,Juni,0,0,13,7,2,15,15,14,0,0,0,0,4,3.0,0,9,8,,,
1940-12,1940,Dezember,23,14,0,0,7,13,12,10,11,21,3,0,0,0.0,0,2,16,2,,
1940-11,1940,November,7,0,0,0,8,18,16,13,1,1,0,4,0,0.0,1,1,18,6,,
1940-10,1940,Oktober,1,0,0,0,11,17,12,7,1,0,0,9,0,0.0,1,0,19,2,,
1940-09,1940,September,0,0,4,1,4,18,14,14,0,0,0,1,3,3.0,0,6,13,0,,
1940-07,1940,Juli,0,0,6,0,0,20,17,12,0,0,0,1,6,3.0,1,3,11,8,,
1939-12,1939,Dezember,20,7,0,0,13,11,11,7,3,6,7,2,0,0.0,0,2,23,1,,
1939-08,1939,August,0,0,6,0,2,16,15,12,0,0,0,3,8,3.0,0,1,13,0,,
1939-07,1939,Juli,0,0,9,3,0,18,17,14,0,0,0,0,7,5.0,0,5,11,1,,
1939-06,1939,Juni,0,0,9,2,1,16,14,13,0,0,0,1,10,7.0,1,2,16,1,,
1938-09,1938,September,0,0,0,0,4,12,11,7,0,0,0,4,2,1.0,0,3,8,0,,
1938-08,1938,August,0,0,8,5,2,15,12,9,0,0,0,0,5,2.0,0,3,13,0,,
1938-07,1938,Juli,0,0,13,3,2,15,14,13,0,0,0,2,6,5.0,0,5,13,0,,
1938-01,1938,Januar,8,6,0,0,9,25,22,19,7,8,0,0,1,1.0,0,0,21,6,,
1937-11,1937,November,7,0,0,0,10,13,12,10,1,0,6,9,0,0.0,0,2,13,0,,
1937-10,1937,Oktober,0,0,0,0,7,14,10,8,0,0,0,10,0,0.0,0,1,16,0,,
1937-09,1937,September,0,0,5,2,8,18,15,13,0,0,0,3,1,1.0,0,5,15,1,,
1937-08,1937,August,0,0,10,7,1,15,13,9,0,0,0,0,9,3.0,1,4,15,0,,
1937-07,1937,Juli,0,0,11,6,0,10,10,7,0,0,0,0,4,2.0,0,5,10,3,,
1937-06,1937,Juni,0,0,10,4,0,14,13,11,0,0,0,2,10,5.0,0,3,7,2,,
1937-04,1937,April,0,0,0,0,3,19,16,14,0,0,1,0,2,0.0,1,1,14,5,,
1936-12,1936,Dezember,16,0,0,0,9,13,10,6,2,0,0,5,0,0.0,0,5,18,3,,
1936-08,1936,August,0,0,6,0,2,12,11,10,0,0,0,0,3,3.0,0,8,9,0,,
1936-06,1936,Juni,0,0,8,0,2,18,15,13,0,0,0,2,8,5.0,1,0,15,4,,
1936-05,1936,Mai,0,0,0,0,5,10,6,4,0,0,0,0,6,2.0,0,9,11,1,,
1936-04,1936,April,1,0,0,0,11,19,18,14,2,1,0,2,2,1.0,0,1,18,7,,
1935-05,1935,Mai,0,0,0,0,0,19,14,9,0,0,0,0,9,3.0,0,3,12,4,,
1934-11,1934,November,11,0,0,0,11,9,7,6,0,0,11,10,0,0.0,0,2,13,1,,
1934-05,1934,Mai,0,0,3,0,1,7,5,4,0,0,0,0,2,2.0,0,6,6,2,,
1934-04,1934,April,0,0,3,0,0,8,5,3,0,0,0,0,1,1.0,0,5,9,7,,
1934-03,1934,März,4,0,0,0,5,16,15,14,1,2,7,0,0,0.0,0,3,14,9,,
1934-02,1934,Februar,20,5,0,0,5,5,4,3,5,14,0,4,0,0.0,0,7,11,6,,
1934-01,1934,Januar,14,4,0,0,14,20,15,12,3,3,7,3,0,0.0,0,5,19,11,,
1933-09,1933,September,0,0,2,0,1,13,10,10,0,0,0,0,3,3.0,1,5,8,4,,
1933-07,1933,Juli,0,0,17,4,0,10,9,9,0,0,0,0,2,2.0,0,8,3,6,,
1932-06,1932,Juni,0,0,7,0,2,15,12,8,0,0,0,0,3,1.0,0,4,12,8,,
1932-02,1932,Februar,27,5,0,0,6,6,5,2,5,11,12,7,0,0.0,0,8,6,2,,
1932-01,1932,Januar,17,2,0,0,8,9,9,9,1,0,9,9,0,0.0,0,2,15,4,,
1930-11,1930,November,4,0,0,0,6,17,16,15,1,0,5,0,1,1.0,0,2,15,7,,
1930-10,1930,Oktober,0,0,0,0,7,17,17,16,0,0,4,4,0,0.0,0,3,18,3,,
1930-09,1930,September,0,0,3,0,2,19,15,12,0,0,0,0,2,2.0,1,1,12,9,,
1930-06,1930,Juni,0,0,20,0,0,13,11,11,0,0,0,0,14,9.0,1,4,4,8,,
1930-01,1930,Januar,12,0,0,0,7,10,7,4,0,0,15,1,0,0.0,0,2,9,8,,
1929-03,1929,März,10,2,0,0,4,3,2,2,0,5,14,3,0,0.0,0,11,9,6,,
1928-06,1928,Juni,0,0,9,0,1,18,15,10,0,0,0,0,5,2.0,1,4,7,9,,
1928-05,1928,Mai,0,0,3,0,2,19,19,15,0,0,0,0,5,5.0,3,4,16,8,,
1928-03,1928,März,9,0,0,0,8,18,13,12,3,1,4,5,0,0.0,1,3,17,4,,
1927-12,1927,Dezember,13,6,0,0,18,14,8,7,5,8,1,7,0,0.0,0,2,22,7,,
1927-10,1927,Oktober,0,0,0,0,6,5,3,3,0,0,0,10,0,0.0,0,2,12,5,,
1927-09,1927,September,0,0,1,0,3,22,20,16,0,0,0,5,3,2.0,0,0,13,5,,
1927-07,1927,Juli,0,0,11,0,0,19,17,14,0,0,0,0,11,10.0,0,5,7,6,,
1927-03,1927,März,1,0,0,0,3,21,20,15,0,0,3,0,2,0.0,4,3,13,10,,
1927-01,1927,Januar,14,0,0,0,12,23,19,14,5,6,5,7,0,0.0,2,1,22,6,,
