messbeginn,messende,standort,parameter,messwert,messwert_zahlenformat,3_dezimalstellen_messwert,4_dezimalstellen_messwert,5_dezimalstellen_messwert,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2024-12-03,2024-12-17,ROSEN 1,PM 10,14,14.0,14.0,14.0,14.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-03,2024-12-17,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,PM 10,16,16.0,16.0,16.0,16.0,20.0,20.0,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2024-12-17,2025-01-07,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-07,2025-01-14,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-01-14,2025-01-28,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-01-28,2025-02-11,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,PM 10,24,24.0,24.0,24.0,24.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-11,2025-02-25,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,PM 10,21,21.0,21.0,21.0,21.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 3,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,Zink,0.038,0.038,0.038,0.038,0.038,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Quecksilber,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.3e-05,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 1,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,∑PAK,0.0023,0.0023,0.0023,0.0023,0.0023,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 3,∑PAK,0.0022,0.0022,0.0022,0.0022,0.0022,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 2,Benzo(a)pyren,0.00029,0.00029,0.00029,0.00029,0.00029,0.001,0.001,,,µg/m3,Gravimetrie
2025-02-25,2025-03-11,ROSEN 3,Benzo(a)pyren,0.00023,0.00023,0.00023,0.00023,0.00023,0.001,0.001,,,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 3,PM 10,23,23.0,23.0,23.0,23.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 1,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 4,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 3,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 4,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 2,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 1,Zink,0.02,0.02,0.02,0.02,0.02,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 2,Zink,0.021,0.021,0.021,0.021,0.021,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 4,Quecksilber,1e-05,1e-05,1e-05,1e-05,1e-05,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 2,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 1,∑PAK,0.0012,0.0012,0.0012,0.0012,0.0012,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 3,∑PAK,0.0013,0.0013,0.0013,0.0013,0.0013,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 2,Benzo(a)pyren,6e-05,6e-05,6e-05,6e-05,6e-05,0.001,0.001,,,µg/m3,Gravimetrie
2025-03-11,2025-03-25,ROSEN 4,Benzo(a)pyren,0.00017,0.00017,0.00017,0.00017,0.00017,0.001,0.001,,,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 4,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 1,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 1,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 2,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 3,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 4,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 2,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 1,Zink,0.019,0.019,0.019,0.019,0.019,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 2,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 4,Chrom,0.006,0.006,0.006,0.006,0.006,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 1,∑PAK,0.0008,0.0008,0.0008,0.0008,0.0008,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-03-25,2025-04-08,ROSEN 1,Benzo(a)pyren,9e-05,9e-05,9e-05,9e-05,9e-05,0.001,0.001,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 1,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 3,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 4,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-04-08,2025-04-22,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 2,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 3,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-04-22,2025-05-06,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 1,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 4,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-05-06,2025-05-20,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-05-20,2025-06-03,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 1,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-06-03,2025-06-17,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 2,PM 10,14,14.0,14.0,14.0,14.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-06-17,2025-07-01,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 1,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 2,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 4,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
