messbeginn,messende,standort,parameter,messwert,messwert_zahlenformat,3_dezimalstellen_messwert,4_dezimalstellen_messwert,5_dezimalstellen_messwert,interventionswert,interventionswert_3_dez,warnwert,warnwert_3_dez,einheit,messmethode
2025-07-01,2025-07-15,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-07-01,2025-07-15,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 2,PM 10,8,8.0,8.0,8.0,8.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 3,PM 10,11,11.0,11.0,11.0,11.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-15,2025-07-29,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 1,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 3,PM 10,14,14.0,14.0,14.0,14.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-07-29,2025-08-12,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 1,PM 10,17,17.0,17.0,17.0,17.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 4,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-08-12,2025-08-26,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,PM 10,9,9.0,9.0,9.0,9.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-08-26,2025-09-09,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 2,PM 10,10,10.0,10.0,10.0,10.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 4,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-09-09,2025-09-23,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 1,PM 10,,,,,,20.0,20.0,,,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 2,PM 10,12,12.0,12.0,12.0,12.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 2,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-09-23,2025-10-07,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,PM 10,13,13.0,13.0,13.0,13.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 1,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-10-07,2025-10-21,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 4,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 3,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-10-21,2025-11-04,ROSEN 3,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 1,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 1,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-11-04,2025-11-18,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 1,PM 10,15,15.0,15.0,15.0,15.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 2,PM 10,16,16.0,16.0,16.0,16.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 4,PM 10,17,17.0,17.0,17.0,17.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 2,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 3,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 1,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 2,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 2,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 3,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 1,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 1,Quecksilber,0.000317,0.000317,0.000317,0.000317,0.000317,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 3,Chrom,0.003,0.003,0.003,0.003,0.003,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 3,∑PAK,0.0028,0.0028,0.0028,0.0028,0.0028,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 4,∑PAK,0.0027,0.0027,0.0027,0.0027,0.0027,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-11-18,2025-12-02,ROSEN 4,Benzo(a)pyren,0.0002,0.0002,0.0002,0.0002,0.0002,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,PM 10,14,14.0,14.0,14.0,14.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,PM 10,16,16.0,16.0,16.0,16.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 2,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 2,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 4,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,Quecksilber,0.000317,0.000317,0.000317,0.000317,0.000317,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 2,Quecksilber,0.00032,0.00032,0.00032,0.00032,0.00032,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,Chrom,0.009,0.009,0.009,0.009,0.009,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 4,Chrom,0.013,0.013,0.013,0.013,0.013,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 1,∑PAK,0.0031,0.0031,0.0031,0.0031,0.0031,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,∑PAK,0.0032,0.0032,0.0032,0.0032,0.0032,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 3,Benzo(a)pyren,0.00027,0.00027,0.00027,0.00027,0.00027,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-02,2025-12-16,ROSEN 4,Benzo(a)pyren,0.00038,0.00038,0.00038,0.00038,0.00038,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 4,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 1,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-16,2025-12-30,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 2,PM 10,21,21.0,21.0,21.0,21.0,20.0,20.0,,,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 1,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 3,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 4,Arsen,,,,,,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 1,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 3,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 4,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 2,Chrom,,,,,,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 4,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 1,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2025-12-30,2026-01-13,ROSEN 2,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 4,PM 10,29,29.0,29.0,29.0,29.0,20.0,20.0,,,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 1,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 3,Blei,,,,,,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 3,Nickel,,,,,,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 4,Cadmium,,,,,,0.0015,0.0015,,,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 1,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,Zink,,,,,,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 3,Quecksilber,,,,,,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 2,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 3,∑PAK,,,,,,10.0,10.0,5.0,5.0,µg/m3,Gravimetrie
2026-01-13,2026-01-27,ROSEN 4,Benzo(a)pyren,,,,,,0.001,0.001,,,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 1,PM 10,17,17.0,17.0,17.0,17.0,20.0,20.0,,,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 2,PM 10,18,18.0,18.0,18.0,18.0,20.0,20.0,,,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 4,PM 10,18,18.0,18.0,18.0,18.0,20.0,20.0,,,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 3,Arsen,0.001,0.001,0.001,0.001,0.001,0.006,0.006,0.003,0.003,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 3,Blei,0.006,0.006,0.006,0.006,0.006,0.5,0.5,0.25,0.25,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 1,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 3,Nickel,0.006,0.006,0.006,0.006,0.006,0.02,0.02,0.01,0.01,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 1,Cadmium,0.001,0.001,0.001,0.001,0.001,0.0015,0.0015,,,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 2,Zink,0.035,0.035,0.035,0.035,0.035,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 3,Zink,0.035,0.035,0.035,0.035,0.035,2.0,2.0,1.0,1.0,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 1,Quecksilber,0.000317,0.000317,0.000317,0.000317,0.000317,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 4,Quecksilber,0.000317,0.000317,0.000317,0.000317,0.000317,0.035,0.035,0.018,0.018,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 1,Chrom,0.007,0.007,0.007,0.007,0.007,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
2026-01-27,2026-02-10,ROSEN 2,Chrom,0.007,0.007,0.007,0.007,0.007,0.017,0.017,0.009,0.009,µg/m3,Gravimetrie
